ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001593968-25-001062	2004771	Performance-Based Restricted Stock Unit		0.0				08-MAR-2027		08-MAR-2027		Common Stock, No Par Value		12458.0				12458.0				D			
0001601830-25-000176	2004756	Stock Option (Right to Buy)		7.25					F4	03-FEB-2035		Class A Common Stock		0.0				420226.0				D			
0001601830-25-000176	2004755	Stock Option (Right to Buy)		4.96					F3	05-NOV-2035		Class A Common Stock		0.0				169851.0				D			
0001601830-25-000176	2004757	Stock Option (Right to Buy)		7.34					F5	01-AUG-2034		Class A Common Stock		0.0				993944.0				D			
0001866222-25-000020	2004796	Class B Common Stock			F5, F4				F5, F4		F5, F4	Class A Common Stock		423629.0				423629.0				I		By Trust	F6
0001882913-25-000005	2004738	Class B Common Stock			F1				F1		F1	Class A Common Stock		5342146.0				5342146.0				D			
0001523232-25-000010	2004743	Restricted Stock Units			F2, F3				F4		F4	Common Stock		400.0				400.0				D			
0001523232-25-000010	2004744	Restricted Stock Units			F2				F5		F5	Common Stock		541.0				541.0				D			
0001523232-25-000010	2004742	Stock Options		30.51				03-MAR-2026	F1	03-MAR-2030		Common Stock		2004.0				2004.0				D			
0001523232-25-000010	2004741	Stock Options		24.2				01-JAN-2025	F1	01-JAN-2029		Common Stock		4105.0				4105.0				D			
0001523232-25-000010	2004740	Stock Options		23.54				01-JAN-2024	F1	01-JAN-2028		Common Stock		3490.0				3490.0				D			
0001523232-25-000010	2004739	Stock Options		26.41				31-DEC-2022	F1	31-DEC-2026		Common Stock		4000.0				4000.0				D			
0001628280-25-059017	2004736	Class B Common Stock			F3				F3		F3	Class A Common Stock		377155.0				377155.0				D		By Tar Frog Investment Management LLC	F2
0001628280-25-059017	2004737	Class B Common Stock			F3				F3		F3	Class A Common Stock		140572.0				140572.0				I			
0001213900-25-126092	2004808	Series B Convertible Preferred Stock		403200000.0	F9				F9		F9	Common Stock		0.0	F9							I		See footnote	F3
0001213900-25-126092	2004802	7.00% Subordinated Convertible Notes due 2031		1.9	F5				F5	31-DEC-2031		Common Stock		1321853.0	F5, F6			560988.0		2504950.0		I		See footnote	F2
0001213900-25-126092	2004801	7.00% Subordinated Convertible Notes due 2031		1.9	F5				F5	31-DEC-2031		Common Stock		9054735.0	F5, F6			1360.0		17158975.0		I		See footnote	F1
0001213900-25-126092	2004805	Series D Cumulative Convertible Preferred Stock		170956800.0	F8				F8		F8	Common Stock		0.0	F8							I		See footnote	F4
0001213900-25-126092	2004804	7.00% Subordinated Convertible Notes due 2031		1.9	F5				F5	31-DEC-2031		Common Stock		291486.0	F5, F6			116990.0		552375.0		I		See footnote	F4
0001213900-25-126092	2004803	7.00% Subordinated Convertible Notes due 2031		1.9	F5				F5	31-DEC-2031		Common Stock		983745.0	F5, F6			83488.0		1864225.0		I		See footnote	F3
0001213900-25-126092	2004807	Series B Convertible Preferred Stock		403200000.0	F9				F9		F9	Common Stock		0.0	F9							I		See footnote	F2
0001213900-25-126092	2004806	Series B Convertible Preferred Stock		403200000.0	F9				F9		F9	Common Stock		0.0	F9							I		See footnote	F1
0001213900-25-126076	2004735	Restricted Stock Units		0.0					F3	29-NOV-2032		Common Stock, par value $.001 per share		1954545.0				1954545.0				D			
0001193125-25-335389	2004773	OP Units	F8		F9				F9		F9	Common Stock		1268643.0				1268643.0				I		By AHI Group Holdings, LLC	F10
0001632909-25-000044	2004734	Series D Warrants		0.02				11-APR-2000		11-MAY-2038		Common Stock		47274.0				47274.0				D			
0001437749-25-038826	2004813	Option to Purchase Common Stock		53.94				08-MAR-2024		08-MAR-2028		Common Stock		8000.0				8000.0				D			
0001437749-25-038826	2004814	Option to Purchase Common Stock		94.1				05-MAR-2025		05-MAR-2029		Common Stock		8000.0				8000.0				D			
0001437749-25-038826	2004815	Option to Purchase Common Stock		90.62				24-FEB-2026		24-FEB-2030		Common Stock		13500.0				13500.0				D			
0001104659-25-124830	2004712	Class C Preferred Stock		9.5	F8			12-FEB-2025		12-FEB-2032	F8	Common Stock		88421.0	F8			33600.0				I		See footnote	F4
0001104659-25-124830	2004711	Class D Preferred Stock		9.5	F7			07-MAY-2025		07-MAY-2032	F7	Common Stock		52631.0	F7			20000.0				I		See footnote	F3
0001104659-25-124830	2004713	Class C Preferred Stock		9.5	F8			12-FEB-2025		12-FEB-2032	F8	Common Stock		16842.0	F8			6400.0				I		See footnote	F5
0001193125-25-335266	2004794	Stock Option		127.52				15-OCT-2026		14-OCT-2035		Common Stock		3607.0				3607.0				D			
0001193125-25-335266	2004793	Stock Option		140.68				15-JUL-2026		14-JUL-2035		Common Stock		790.0				790.0				D			
0001193125-25-335266	2004792	Stock Option		121.63				15-JUL-2025		14-JUL-2034		Common Stock		3949.0				3949.0				D			
0001193125-25-335266	2004791	Stock Option		120.86				15-JUL-2024		14-JUL-2033		Common Stock		3985.0				3985.0				D			
0001193125-25-335266	2004790	Stock Option		109.19				15-OCT-2023		14-OCT-2032		Common Stock		3299.0				3299.0				D			
0001193125-25-335266	2004788	Stock Option		73.53				15-JUL-2021		14-JUL-2030		Common Stock		195428.0				195428.0				D			
0001193125-25-335266	2004787	Stock Option		85.46				10-JUL-2020		09-JUL-2029		Common Stock		195228.0				195228.0				D			
0001193125-25-335266	2004786	Stock Option		69.54				11-JUL-2019		10-JUL-2028		Common Stock		179191.0				179191.0				D			
0001193125-25-335266	2004785	Stock Option		57.24				12-JUL-2018		11-JUL-2027		Common Stock		214482.0				214482.0				D			
0001193125-25-335266	2004789	Stock Option		112.67				15-JUL-2022		14-JUL-2031		Common Stock		108086.0				108086.0				D			
0001437749-25-038797	2004696	Stock Options Right-to-buy		20.14				22-AUG-2019		22-AUG-2028		Common Stock		1650.0				1650.0				D			
0001437749-25-038797	2004697	Stock Options Right-to-buy		12.29				24-APR-2021		24-APR-2030		Common Stock		22500.0				22500.0				D			
0001437749-25-038797	2004698	Stock Options Right-to-buy		21.66				13-JUN-2023		12-JUN-2032		Common Stock		5000.0				5000.0				D			
0002092274-25-000001	2004695	Stock Option		0.8				22-AUG-2026	F1	22-AUG-2035		Common Stock		20000.0								D			
0001628280-25-058882	2004699	Incentive Compensation Deferral Plan Share Credits		0.0	F2				F3		F3	Class A Common Stock		12777.57				12777.57				D			
0001178913-25-004113	2004700	Warrant to purchase common stock		10.35				29-MAR-2021		31-MAR-2026		Common Stock		432099.0				432099.0	F4			I		By More Provident Funds & Pension Ltd.	
0001437749-25-038754	2004678	Options		27.19					F3	11-MAR-2034		Common Stock		54289.0				54289.0				D			
0000947871-25-001090	2004618	Warrants (right to buy)		8.81	F1			23-SEP-2025	F1	23-SEP-2032	F1	Common Stock		2653308.0	F1							D			
0001193125-25-331309	2004590	Warrants		2.2					F9		F10	Common Stock		67059.0				67059.0	F11			I			
0001193125-25-331309	2004589	Pre-Funded Warrants		0.0					F7		F8	Common Stock		67059.0				67059.0				I			
0001193125-25-331309	2004587	Pre-Funded Warrants		0.0					F7		F8	Common Stock		11366.0				11366.0				D		By Global Value Investment Corporation	F4
0001193125-25-331309	2004588	Warrants		2.2					F9		F10	Common Stock		11366.0				11366.0				D		By Global Value Investment Corporation	F4
0001193125-25-331308	2004523	Pre-Funded Warrants		0.0					F4		F5	Common Stock		67059.0				67059.0				I			
0001193125-25-331308	2004524	Warrants		2.2					F6		F7	Common Stock		67059.0				67059.0	F8			I			
0001193125-25-331308	2004521	Pre-Funded Warrants		0.0					F4		F5	Common Stock		11366.0				11366.0				D		By Global Value Investment Corporation	F3
0001193125-25-331308	2004522	Warrants		2.2					F6		F7	Common Stock		11366.0				11366.0				D		By Global Value Investment Corporation	F3
0001193125-25-331307	2004517	Pre-Funded Warrants		0.0					F6		F7	Common Stock		11366.0				11366.0				D		By Global Value Investment Corporation	F2
0001193125-25-331307	2004518	Warrants		2.2					F8		F9	Common Stock		11366.0				11366.0				D		By Global Value Investment Corporation	F2
0001193125-25-331307	2004519	Pre-Funded Warrants		0.0					F6		F7	Common Stock		67059.0				67059.0				I			
0001193125-25-331307	2004520	Warrants		2.2					F8		F9	Common Stock		67059.0				67059.0	F10			I			
0001833511-25-000017	2004681	Class B Common Stock			F1				F1		F1	Class A Common Stock		68616.0				68616.0				I		See footnote	F9
0001833511-25-000017	2004684	Class B Common Stock			F1				F1		F1	Class A Common Stock		483784.0				483784.0				I		See footnote	F11
0001833511-25-000017	2004680	Class B Common Stock			F1				F1		F1	Class A Common Stock		400000.0				400000.0				I		See footnote	F8
0001833511-25-000017	2004679	Class B Common Stock			F1				F1		F1	Class A Common Stock		581260.0				581260.0				I		See footnote	F7
0001833511-25-000017	2004683	Class B Common Stock			F1				F1		F1	Class A Common Stock		308775.0				308775.0				I		See footnote	F10
0001833511-25-000017	2004682	Class B Common Stock			F1				F1		F1	Class A Common Stock		308775.0				308775.0				I		See footnote	F10
0001193125-25-331295	2004614	Restricted Stock Units		0.0					F2		F2	Common Stock		14706.0				14706.0				D			
0001477720-25-000250	2004676	Class B Common Stock	F3		F3				F3		F3	Class A Common Stock		460000.0				460000.0				I		See footnote	F6
0001477720-25-000250	2004677	Class B Common Stock	F3		F3				F3		F3	Class A Common Stock		539719.0				539719.0				I		See footnote	F7
0001769628-25-000128	2004603	Class B Common Stock			F1				F1		F1	Class A Common Stock		2280300.0				2280300.0				I		By Spouse	F29
0001193125-25-331260	2004525	Performance Units			F3				F3	21-JAN-2030		Class A common stock		45000.0				45000.0				D			
0001193125-25-331259	2004492	Performance Units			F4				F4	25-JAN-2029		Class A common stock		100000.0				100000.0				D			
0001193125-25-331259	2004491	Performance Units			F3				F3	21-JAN-2030		Class A common stock		230000.0				230000.0				D			
0001193125-25-331257	2004501	Performance Units			F4				F4	25-JAN-2029		Class A common stock		100000.0				100000.0				D			
0001193125-25-331257	2004500	Performance Units			F3				F3	21-JAN-2030		Class A common stock		230000.0				230000.0				D			
0001473955-25-000004	2004557	Restricted Stock Units			F3				F6		F6	Class A Common Stock		994.0				994.0				D			
0001473955-25-000004	2004554	Stock Options (Right to Buy)		212.31					F2	16-MAY-2026		Class A Common Stock		501.0				501.0				D			
0001473955-25-000004	2004555	Restricted Stock Units			F3				F4		F4	Class A Common Stock		248.0				248.0				D			
0001473955-25-000004	2004556	Restricted Stock Units			F3				F5		F5	Class A Common Stock		604.0				604.0				D			
0000354190-25-000056	2004510	Non-qualified Stock Option		158.56					F3	15-MAR-2029		Common Stock		11405.0				11405.0				D			
0000354190-25-000056	2004514	Notional Stock Units		0.0	F7				F8		F8	Common Stock		5228.41				5228.41				D			
0000354190-25-000056	2004513	Non-qualified Stock Option		337.74	F6				F3	01-MAR-2032		Common Stock		11350.0				11350.0				D			
0000354190-25-000056	2004507	Phantom Stock			F1				F2		F2	Common Stock		3395.15				3395.15				D			
0000354190-25-000056	2004508	Non-qualified Stock Option		86.17					F3	12-MAR-2027		Common Stock		17630.0				17630.0				D			
0000354190-25-000056	2004509	Non-qualified Stock Option		127.9					F3	16-MAR-2028		Common Stock		24500.0				24500.0				D			
0000354190-25-000056	2004511	Non-qualified Stock Option		177.09					F4	15-MAR-2030		Common Stock		9452.0				9452.0				D			
0000354190-25-000056	2004512	Non-qualified Stock Option		243.54					F5	01-MAR-2031		Common Stock		10884.0				10884.0				D			
0002019143-25-000010	2004617	Class B Common Stock			F1				F1		F1	Class A Common Stock		200000.0				200000.0				I		By Arvind Nithrakashyap, as Trustee of the Nithrakashyap/Chatterjee Revocable Trust	F2
0001829126-25-010296	2004540	Series AAA Convertible Preferred Stock	F2		F4			22-DEC-2025			F3	Common Stock		105000000.0								D			
0001829126-25-010296	2004539	Series AA Convertible Preferred Stock	F2		F4			22-DEC-2025			F3	Common Stock		6000000.0								D			
0001628280-25-058809	2004642	Class A Common Stock			F2				F2		F2	Class B Common Stock		3263659.0				3263659.0				I		Cocolalla, LLC	F3
0001628280-25-058801	2004667	Stock Option (right to buy)		28.2					F2	05-JUN-2027		Class B Common Stock		1167.0				0.0				D			
0001437749-25-038739	2004616	Stock Option (right to buy)		40.32				04-APR-2026	F1	04-APR-2030		Common Stock		12500.0				12500.0				D			
0001700626-25-000007	2004544	Restricted Stock Units			F6				F8		F8	Class A Common Stock		25177.0				25177.0				D			
0001700626-25-000007	2004546	Employee Stock Option (Right to Buy)		82.16					F10	24-MAR-2029		Class A Common Stock		32251.0				32251.0				D			
0001700626-25-000007	2004547	Employee Stock Option (Right to Buy)		142.47					F10	14-APR-2030		Class A Common Stock		48372.0				48372.0				D			
0001700626-25-000007	2004548	Employee Stock Option (Right to Buy)		274.96					F10	21-APR-2031		Class A Common Stock		63667.0				63667.0				D			
0001700626-25-000007	2004549	Employee Stock Option (Right to Buy)		274.96					F10	21-APR-2031		Class A Common Stock		127334.0				127334.0				D			
0001700626-25-000007	2004543	Restricted Stock Units			F6				F7		F7	Class A Common Stock		10506.0				10506.0				D			
0001700626-25-000007	2004542	Class B Common Stock			F5				F5		F5	Class A Common Stock		128247.0				128247.0				I		By Trust	
0001700626-25-000007	2004541	Class B Common Stock			F5				F5		F5	Class A Common Stock		6383887.0				6383887.0				I		By Trust	
0001700626-25-000007	2004545	Restricted Stock Units			F6				F9		F9	Class A Common Stock		66527.0				66527.0				D			
0001876042-25-000084	2004597	Class B Common Stock			F3				F3		F3	Class A Common Stock		15807312.0				15807312.0				D		By Allaire 2025 Qualified Annuity Trust	F4
0001876042-25-000084	2004598	Class B Common Stock			F3				F3		F3	Class A Common Stock		335684.0				335684.0				I			
0001831631-25-000262	2004504	Common Units			F1				F1		F1	Class A Common Stock		66404880.0				66404880.0				I		By Trilogy Management Investors Six, LLC	F4
0001831631-25-000262	2004503	Common Units			F1				F1		F1	Class A Common Stock		4310497.0				4310497.0				I		By JLSA, LLC	F4
0001831631-25-000262	2004505	Common Units			F1				F1		F1	Class A Common Stock		3114521.0				3114521.0				I		By JLSSAA Trust	F5
0000891839-25-000191	2004623	Phantom Stock		0.0	F7				F7		F7	Common Stock, par value $.01		241589.0				241589.0				D			
0000891839-25-000191	2004622	Restricted Stock Units		0.0	F6				F6		F6	Common Stock, par value $.01		163613.0				163613.0				D			
0000891839-25-000191	2004625	Stock Option (Right to Buy)		6.03					F2	19-FEB-2029		Common Stock, par value $.01		298780.0				298780.0				D			
0000891839-25-000191	2004624	Stock Option (Right to Buy)		4.53					F2	19-FEB-2029		Common Stock, par value $.01		298780.0				298780.0				D			
0000891839-25-000191	2004621	Restricted Stock Units		0.0	F5				F5		F5	Common Stock, par value $.01		114943.0				114943.0				D			
0000891839-25-000191	2004620	Restricted Stock Units		0.0	F4				F4		F4	Common Stock, par value $.01		196336.0				196336.0				D			
0000891839-25-000191	2004619	Restricted Stock Units		0.0	F3				F3		F3	Common stock, par value $.01		100000.0				100000.0				D			
0000891839-25-000191	2004626	Stock Option (Right to Buy)		12.0					F2	19-FEB-2029		Common Stock, par value $.01		170733.0				170733.0				D			
0000891839-25-000191	2004629	Stock Option (Right to Buy)		12.0					F2	19-FEB-2029		Common Stock, par value $.01		200000.0				200000.0				D			
0000891839-25-000191	2004628	Stock Option (Right to Buy)		6.03					F2	19-FEB-2029		Common Stock, par value $.01		350000.0				350000.0				D			
0000891839-25-000191	2004627	Stock Option (Right to Buy)		4.53					F2	19-FEB-2029		Common Stock, par value $.01		350000.0				350000.0				D			
0001614838-25-000009	2004675	Stock Options (right  to buy)		73.61					F5	26-MAR-2029		Common Stock		15337.0				15337.0				D			
0001614838-25-000009	2004674	Stock Options (right to buy)		61.72					F5	27-MAR-2028		Common Stock		14228.0				14228.0				D			
0001614838-25-000009	2004673	Stock Option (right to buy)		41.28					F5	27-MAR-2027		Common Stock		19897.0				19897.0				D			
0001907982-25-000268	2004604	Stock Option (right to buy)		0.85					F5	10-JAN-2034		"Common Stock, par value $0.0001 per share (""Common Stock"")"		213232.0				213232.0				D			
0001907982-25-000266	2004647	Stock Option (right to buy)		0.85					F5	10-JAN-2034		"Common Stock, par value $0.0001 per share (""Common Stock"")"		120826.0				120826.0				D			
0001473289-25-000017	2004567	Class B Common Stock			F1				F1		F1	Class A Common Stock		46100.0				46100.0				I		See footnote	F12
0001473289-25-000017	2004566	Class B Common Stock			F1				F1		F1	Class A Common Stock		46100.0				46100.0				I		See footnote	F11
0001473289-25-000017	2004564	Class B Common Stock			F1				F1		F1	Class A Common Stock		150000.0				150000.0				I		See footnote	F9
0001473289-25-000017	2004565	Class B Common Stock			F1				F1		F1	Class A Common Stock		46100.0				46100.0				I		See footnote	F10
0001470831-25-000452	2004552	Series B Common Stock			F2				F2		F2	Series A Common Stock		517006.0				517006.0				I		By The Andrew P. Bialecki Irrevocable GST Trust of 2023	F7
0001470831-25-000452	2004551	Series B Common Stock			F2				F2		F2	Series A Common Stock		517006.0				517006.0				I		By The Elizabeth L. Bialecki Irrevocable GST Trust of 2023	F6
0001470831-25-000452	2004550	Series B Common Stock			F2				F2		F2	Series A Common Stock		7517410.0				7517410.0				I		By The Andrew P. Bialecki Grantor Retained Annuity Trust I of 2023	F5
0001470831-25-000452	2004553	Series B Common Stock			F2				F2		F2	Series A Common Stock		43218.0				43218.0				I		By spouse	
