ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000897069-25-001687	2000224	Stock option (right to buy)		46.23					F3	10-MAR-2035		Common Stock		2176.0				2176.0	F2			D			
0000897069-25-001685	2000135	Stock option (right to buy)		46.23					F3	10-MAR-2025		Common Stock		3915.0				3915.0	F2			D			
0001437749-25-034910	2000230	Employee Stock Option (Right to Buy)		11.86				11-NOV-2025	F4	11-NOV-2030		Common Stock		20000.0				20000.0				D			
0001437749-25-034907	2000228	Option to Purchase Common Stock		94.1				05-MAR-2025		05-MAR-2029		Common Stock		8000.0				8000.0				D			
0001437749-25-034907	2000229	Option to Purchase Common Stock		90.62				24-FEB-2026		24-FEB-2030		Common Stock		11000.0				11000.0				D			
0001968125-25-000012	2000022	Restricted Stock Units			F2				F5		F5	Class A Common Stock		8891.0				8891.0				D			
0001968125-25-000012	2000024	Restricted Stock Units			F2				F7		F7	Class A Common Stock		30800.0				30800.0				D			
0001968125-25-000012	2000020	Restricted Stock Units			F2				F3		F3	Class A Common Stock		316.0				316.0				D			
0001968125-25-000012	2000021	Restricted Stock Units			F2				F4		F4	Class A Common Stock		217.0				217.0				D			
0001968125-25-000012	2000023	Restricted Stock Units			F2				F6		F6	Class A Common Stock		11620.0				11620.0				D			
0001437749-25-034894	1999952	Option to Purchase Common Stock		90.62				24-FEB-2026		24-FEB-2030		Common Stock		13500.0				13500.0				D			
0001437749-25-034894	1999951	Option to Purchase Common Stock		53.94				08-MAR-2024		08-MAR-2028		Common Stock		4000.0				4000.0				D			
0001882913-25-000003	2000235	Class B Common Stock			F1				F1		F1	Class A Common Stock		5342146.0				5342146.0				D			
0000914190-25-000041	2000056	Stock Option (right to buy)		4.49					F1	11-AUG-2035		Common Stock		13229.0				13229.0				D			
0001561550-25-000317	2000059	Class B Common Stock			F1				F1		F1	Class A Common Stock		6326835.0				6326835.0				I		By Trust	F9
0000914190-25-000040	2000215	Stock Option (Right to Buy)		5.58					F1	10-AUG-2028		Common Stock		9466.0				9466.0				D			
0000914190-25-000040	2000216	Stock Option (Right to Buy)		5.85					F1	19-DEC-2028		Common Stock		5161.0				5161.0				D			
0000914190-25-000040	2000217	Stock Option (Right to Buy)		8.57					F1	16-DEC-2029		Common Stock		5568.0				5568.0				D			
0000914190-25-000040	2000222	Stock Option (Right to Buy)		1.47					F3	01-JAN-2035		Common Stock		7050.0				7050.0				D			
0000914190-25-000040	2000219	Stock Option (Right to Buy)		6.82					F1	14-DEC-2031		Common Stock		7062.0				7062.0				D			
0000914190-25-000040	2000220	Stock Option (Right to Buy)		1.07					F1	05-JAN-2033		Common Stock		7080.0				7080.0				D			
0000914190-25-000040	2000221	Stock Option (Right to Buy)		2.14					F2	14-MAY-2034		Common Stock		7323.0				7323.0				D			
0000914190-25-000040	2000218	Stock Option (Right to Buy)		8.06					F1	06-JAN-2031		Common Stock		6850.0				6850.0				D			
0000914190-25-000039	2000242	Stock Option (Right to Buy)		2.14					F1	14-MAY-2034		Common Stock		7323.0				7323.0				D			
0000914190-25-000039	2000243	Stock Option (Right to Buy)		1.47					F2	01-JAN-2035		Common Stock		7050.0				7050.0				D			
0000907254-25-000110	2000062	Employee Stock Option		47.9				13-MAY-2022	F2	13-MAY-2032		Common Stock		15000.0				15000.0				D			
0000907254-25-000110	2000064	Performance Shares		0.0				17-MAY-2029		17-MAY-2029		Common Stock		1600.0				1600.0				D			
0000907254-25-000110	2000065	Performance Shares		0.0				09-MAY-2030		09-MAY-2030		Common Stock		2000.0				2000.0				D			
0000907254-25-000110	2000061	Employee Stock Option		43.89				07-MAY-2021	F2	07-MAY-2031		Common Stock		10000.0				10000.0				D			
0000907254-25-000110	2000063	Employee Stock Option		33.79				12-MAY-2023	F2	12-MAY-2033		Common Stock		15000.0				15000.0				D			
0000907254-25-000109	2000014	Employee Stock Option		43.89				07-MAY-2021	F4	07-MAY-2031		Common Stock		20000.0				20000.0				D			
0000907254-25-000109	2000013	Employee Stock Option		50.0				24-APR-2020	F4	24-APR-2030		Common Stock		20000.0				20000.0				D			
0000907254-25-000109	2000012	Employee Stock Option		55.71				03-MAY-2019	F4	03-MAY-2029		Common Stock		20000.0				20000.0				D			
0000907254-25-000109	2000010	Employee Stock Option		59.41				05-MAY-2017	F4	05-MAY-2027		Common Stock		20000.0				20000.0				D			
0000907254-25-000109	2000018	Performance Shares		0.0				09-MAY-2030		09-MAY-2030		Common Stock		1500.0				1500.0				D			
0000907254-25-000109	2000017	Performance Shares		0.0				17-MAY-2029		17-MAY-2029		Common Stock		1200.0				1200.0				D			
0000907254-25-000109	2000016	Employee Stock Option		33.79				12-MAY-2023	F4	12-MAY-2033		Common Stock		20000.0				20000.0				D			
0000907254-25-000109	2000009	Employee Stock Option		57.74				06-MAY-2016	F4	06-MAY-2026		Common Stock		20000.0				20000.0				D			
0000907254-25-000109	2000015	Employee Stock Option		47.9				13-MAY-2022	F4	13-MAY-2032		Common Stock		20000.0				20000.0				D			
0000907254-25-000109	2000011	Employee Stock Option		49.46				11-MAY-2018	F4	11-MAY-2028		Common Stock		20000.0				20000.0				D			
0001638826-25-000029	1999940	Class B Common Stock			F10				F10		F10	Class A Common Stock		113263.0				113263.0				I		By RA Irrevocable Nonexempt Trust	
0001638826-25-000029	1999941	Class B Common Stock			F10				F10		F10	Class A Common Stock		2.0				2.0				I		By spouse	
0001638826-25-000029	1999945	Class B Common Stock			F10				F10		F10	Class A Common Stock		113263.0				113263.0				I		By VK Irrevocable Nonexempt Trust	
0001638826-25-000029	1999944	Class B Common Stock			F10				F10		F10	Class A Common Stock		241660.0				241660.0				I		By VK 2025 GRAT	
0001638826-25-000029	1999943	Class B Common Stock			F10				F10		F10	Class A Common Stock		371082.0				371082.0				I		By VK 2024 GRAT	
0001638826-25-000029	1999942	Class B Common Stock			F10				F10		F10	Class A Common Stock		5513065.0				5513065.0				I		By the K-A Family Trust dated December 6, 2021	
0001638826-25-000029	1999938	Class B Common Stock			F10				F10		F10	Class A Common Stock		371082.0				371082.0				I		By RA 2024 GRAT	
0001638826-25-000029	1999939	Class B Common Stock			F10				F10		F10	Class A Common Stock		241660.0				241660.0				I		By RA 2025 GRAT	
0001804456-25-000003	2000082	Employee Stock Option		43.89				07-MAY-2021	F3	07-MAY-2031		Common Stock		25000.0				25000.0				D			
0001804456-25-000003	2000081	Employee Stock Option		50.0				24-APR-2020	F3	24-APR-2030		Common Stock		15000.0				15000.0				D			
0001804456-25-000003	2000080	Employee Stock Option		55.71				03-MAY-2019	F3	03-MAY-2029		Common Stock		7500.0				7500.0				D			
0001804456-25-000003	2000079	Employee Stock Option		49.46				11-MAY-2018	F3	11-MAY-2028		Common Stock		5000.0				5000.0				D			
0001804456-25-000003	2000078	Employee Stock Option		59.41				05-MAY-2017	F3	05-MAY-2027		Common Stock		5000.0				5000.0				D			
0001804456-25-000003	2000087	Performance Shares		0.0				09-MAY-2030		09-MAY-2030		Common Stock		17500.0				17500.0				D			
0001804456-25-000003	2000086	Performance Shares		0.0				17-MAY-2029		17-MAY-2029		Common Stock		14000.0				14000.0				D			
0001804456-25-000003	2000085	Director Stock Option		33.79				12-MAY-2023		12-MAY-2033		Common Stock		2500.0				2500.0				D			
0001804456-25-000003	2000084	Employee Stock Option		33.79				12-MAY-2023	F3	12-MAY-2033		Common Shares		30000.0				30000.0				D			
0001804456-25-000003	2000083	Employee Stock Option		47.9				13-MAY-2022	F3	13-MAY-2032		Common Stock		30000.0				30000.0				D			
0000897069-25-001683	2000125	Stock option (right to buy)		2.01					F2	10-MAR-2035		Common Stock		6357.0				6357.0				D			
0000091440-25-000085	2000148	Restricted Stock Units			F1				F2		F2	Common Stock		9607.0				9607.0				D			
0000063754-25-000099	2000181	Phantom Stock			F1				F1		F1	Common Stock - Voting		0.0				12169.78				I		Non Qualified Retirement Savings Plan	
0001437749-25-034876	2000077	Common Stock	F1		F1				F1		F1	NONE	F1		F1							D	F1		
0000891839-25-000124	2000141	Stock Option (Right to Buy)		3.03					F2	19-FEB-2026		Common Stock, par value $.01		15000.0				15000.0				D			
0000891839-25-000124	2000139	Stock Option (Right to Buy)		4.28					F5	17-MAY-2030		Common Stock, par value $.01		25000.0				25000.0				D			
0000891839-25-000124	2000138	Performance Stock Units		0.0	F4				F4		F4	Common Stock, par value $.01		25000.0				25000.0				D			
0000891839-25-000124	2000137	Restricted Stock Units		0.0	F3				F3		F3	Common Stock, par value $.01		8334.0				8334.0				D			
0000891839-25-000124	2000142	Stock Option (Right to Buy)		4.53					F2	19-FEB-2029		Common Stock, par value $.01		10000.0				10000.0				D			
0000891839-25-000124	2000143	Stock Option (Right to Buy)		6.03					F2	19-FEB-2029		Common Stock, par value $.01		10000.0				10000.0				D			
0000891839-25-000124	2000144	Stock Option (Right to Buy)		12.0					F2	19-FEB-2029		Common Stock, par value $.01		10000.0				10000.0				D			
0000891839-25-000124	2000145	Stock Option (Right to Buy)		12.5					F2	13-SEP-2027		Common Stock, par value $.01		30457.0				30457.0				D			
0000891839-25-000124	2000140	Stock Option (Right to Buy)		4.28					F6	17-MAY-2030		Common Stock, par value $.01		25000.0				25000.0				D			
0000950157-25-000942	2000223	Class A Common Stock			F4				F4		F4	Class B Common Stock		5500.0				5500.0				D			
0001437749-25-034862	2000095	Option to Purchase Common Stock		90.62				24-FEB-2026		24-FEB-2030		Common Stock		13500.0				13500.0				D			
0001437749-25-034862	2000094	Option to Purchase Common Stock		53.94				08-MAR-2024		08-MAR-2028		Common Stock		8000.0				8000.0				D			
0000950157-25-000941	2000136	Class A Common Stock			F5				F5		F5	Class B Common Stock		5550.0				5500.0				I		Spouse	
0001470831-25-000313	2000200	Series B Common Stock			F2				F2		F2	Series A Common Stock		7517410.0				7517410.0				I		By The Andrew P. Bialecki Grantor Retained Annuity Trust I of 2023	F4
0001470831-25-000313	2000201	Series B Common Stock			F2				F2		F2	Series A Common Stock		517006.0				517006.0				I		By The Elizabeth L. Bialecki Irrevocable GST Trust of 2023	F5
0001470831-25-000313	2000202	Series B Common Stock			F2				F2		F2	Series A Common Stock		517006.0				517006.0				I		By The Andrew P. Bialecki Irrevocable GST Trust of 2023	F6
0001470831-25-000313	2000203	Series B Common Stock			F2				F2		F2	Series A Common Stock		43218.0				43218.0				I		By spouse	
0001437749-25-034854	2000236	Option to Purchase Common Stock		53.94				08-MAR-2024		08-MAR-2028		Common Stock		8000.0				8000.0				D			
0001437749-25-034854	2000237	Option to Purchase Common Stock		90.62				28-FEB-2026		28-FEB-2030		Common Stock		18000.0				18000.0				D			
0001844320-25-000007	2000183	Class B Common Stock			F1				F1		F1	Class A Common Stock		633333.0				633333.0				I		By Pizzo-Schlosser Family Dynasty Trust	F6
0001844320-25-000007	2000184	Class B Common Stock			F1				F1		F1	Class A Common Stock		333333.0				333333.0				I		By Siena Pizzo-Schlosser Dynasty Trust	F6
0001844320-25-000007	2000182	Class B Common Stock			F1				F1		F1	Class A Common Stock		333333.0				333333.0				I		By Noah Pizzo-Schlosser Dynasty Trust	F6
0001104659-25-111300	2000179	Stock Option (Right to Buy)		43.01					F3	19-DEC-2034		Common Stock		80000.0								D			
0001104659-25-111300	2000178	Stock Option (Right to Buy)		3.41					F2	06-OCT-2032		Common Stock		26667.0								D			
0000072741-25-000062	2000019	Phantom Shares			F3				F3		F3	Common Shares, $5.00 par value		295.0	F3			295.0	F3			D			
0001675626-25-000006	2000232	Employee Stock Option (right to buy)		95.25				23-JAN-2019	F3	23-JAN-2028		Common Stock		785.0				785.0				D			
0001675626-25-000006	2000233	Employee Stock Option (right to buy)		80.17				22-JAN-2020	F3	22-JAN-2029		Common Stock		1130.0				1130.0				D			
0001675626-25-000006	2000234	Employee Stock Option (right to buy)		92.58				25-JAN-2023	F3	25-JAN-2032		Common Stock		1205.0				1205.0				D			
0001285785-25-000076	2000147	Restricted Stock Units		0.0	F1				F2		F3	Common Stock		4873.0				4873.0				D			
0001642826-25-000008	2000071	Stock Option (Right to Buy)		48.91				11-MAR-2022		11-MAR-2031		Common Stock		47191.0				47191.0				D			
0001642826-25-000008	2000072	Stock Option (Right to Buy)		62.03				06-MAR-2024		06-MAR-2033		Common Stock		31968.0				31968.0				D			
0001642826-25-000008	2000073	Stock Option (Right to Buy)		82.39				11-MAR-2026		11-MAR-2035		Common Stock		7329.0				7329.0				D			
0001642826-25-000008	2000074	Stock Option (Right to Buy)		79.73				11-MAR-2025		11-MAR-2034		Common Stock		22338.0				22338.0				D			
0001767591-25-000005	2000238	Option to Buy Common Stock (12/2018)		27.14				20-DEC-2018		20-DEC-2028		Common Stock		43924.0				43924.0				D			
0001767591-25-000005	2000239	Option to Buy Common Stock (01/2018)		49.61				02-JAN-2018		02-JAN-2028		Commom Stock		24019.0				24019.0				D			
0001767591-25-000005	2000240	Option to Buy Common Stock		55.68				03-JAN-2017		03-JAN-2027		Common Stock		17119.0				17119.0				D			
0001767591-25-000005	2000241	Option to Buy Common Stock		34.48				04-JAN-2016		04-JAN-2026		Common Stock		28604.0				28604.0				D			
0000021344-25-000084	2000134	Hypothetical Shares			F4				F5		F5	Common Stock, $.25 Par Value		8812.0				8812.0	F6			I		By Supplemental 401(k) Plan	
0001437749-25-034672	1999819	Right to buy option	F1	14.44				07-MAY-2020		07-MAY-2029		Common Stock		750.0				750.0				D			
0001437749-25-034672	1999820	Right to buy option	F1	11.58				09-APR-2021		09-APR-2030		Common Stock		3000.0				3000.0				D			
0001437749-25-034672	1999821	Right to buy option	F1	12.8				02-APR-2022		02-APR-2031		Common Stock		8000.0				8000.0				D			
0001437749-25-034672	1999825	Right to buy option	F1	14.0				16-JUN-2026		16-JUN-2035		Common Stock		15000.0				15000.0				D			
0001437749-25-034672	1999823	Right to buy option	F1	13.08				01-MAY-2024		01-MAY-2033		Common Stock		17500.0				17500.0				D			
0001437749-25-034672	1999824	Right to buy option	F1	13.26				18-JUN-2025		18-JUN-2034		Common Stock		15000.0				15000.0				D			
0001437749-25-034672	1999822	Right to buy option	F1	11.06				12-APR-2023		12-APR-2032		Common Stock		13000.0				13000.0				D			
0001213900-25-109614	1999885	Option to Purchase Common Stock		137.44				02-JUN-2024		02-JUN-2027		Common Stock		400.0				400.0				D			
0001213900-25-109614	1999886	Option to Purchase Common Stock		199.16				03-JUN-2022	F2	03-JUN-2028		Common Stock		1000.0				1000.0				D			
0001213900-25-109614	1999890	Option to Purchase Common Stock		365.87				30-MAY-2026	F6	30-MAY-2032		Common Stock		962.0				962.0				D			
0001213900-25-109614	1999888	Option to Purchase Common Stock		206.19				05-JUN-2024	F4	05-JUN-2030		Common Stock		1000.0				1000.0				D			
0001213900-25-109614	1999889	Option to Purchase Common Stock		287.37				29-MAY-2025	F5	29-MAY-2031		Common Stock		974.0				974.0				D			
0001213900-25-109614	1999887	Option to Purchase Common Stock		199.09				06-JUN-2023	F3	06-JUN-2029		Common Stock		1000.0				1000.0				D			
0001581296-25-000013	1999850	Operating Partnership Units	F1		F2				F3		F3	Common Stock, par value $0.01		76383.0				76383.0	F5			D			
0001140361-25-041762	1999804	Restricted Stock Units			F1, F3				F3		F3	Common Stock		65.42				7441.0				D			
0001140361-25-041762	1999805	Restricted Stock Units			F4, F1				F4		F4	Common Stock		135.64				15426.51				D			
0001140361-25-041762	1999806	Restricted Stock Units			F1, F5				F5		F5	Common Stock		178.71				20325.85				D			
0001140361-25-041762	1999808	Restricted Stock Units			F7, F1				F7		F7	Common Stock		54.0				6141.08				D			
0001140361-25-041762	1999809	Restricted Stock Units			F8, F1				F8		F8	Common Stock		74.76				8503.09				D			
0001140361-25-041762	1999810	Restricted Stock Units			F9, F1				F9		F9	Common Stock		55.26				6285.02				D			
0001140361-25-041762	1999811	Restricted Stock Units			F1, F10				F10		F10	Common Stock		80.38				9141.89				D			
0001140361-25-041762	1999803	Restricted Stock Units			F1, F2				F2		F2	Common Stock		115.54				13140.7				D			
0001140361-25-041762	1999807	Restricted Stock Units			F1, F6				F6		F6	Common Stock		69.06				7854.96				D			
0001773751-25-000357	1999906	Class V Common Stock			F10				F10		F10	Class A Common Stock		0.0	F11			0.0				I		Held by Trustee of the AD 2023 GRAT dated 9-5-2023	
0001773751-25-000357	1999905	Class V Common Stock			F10				F10		F10	Class A Common Stock		8377623.0	F11			8377623.0				I		Held by Andrew Dudum 2015 Trust Dated July 2, 2015	
0001213900-25-109451	1999841	Class B Ordinary Shares			F1				F1		F1	Class A Ordinary Shares		7187500.0								D	F2		
0001437749-25-034547	1999796	Option to Purchase Common Stock [2021 Grant]		71.64				06-MAY-2022		05-MAY-2026		Common Stock		7500.0				7500.0				D			
0001437749-25-034547	1999800	Option to Purchase Common Stock [2025 Grant]	F2	94.66				08-MAY-2026		07-MAY-2030		Common Stock		7500.0				7500.0				D			
0001437749-25-034547	1999799	Option to Purchase Common Stock [2024 Grant]		96.03				09-MAY-2025		08-MAY-2029		Common Stock		7500.0				7500.0				D			
0001437749-25-034547	1999798	Option to Purchase Common Stock [2023 Grant]		55.75				04-MAY-2024		03-MAY-2028		Common Stock		7500.0				7500.0				D			
0001437749-25-034547	1999797	Option to Purchase Common Stock [2022 Grant]		69.19				05-MAY-2023		04-MAY-2027		Common Stock		7500.0				7500.0				D			
0001213900-25-109423	1999918	Stock Appreciation Rights		9.58					F7	03-MAY-2034		Common Stock		212550.0								D			
0001213900-25-109423	1999917	Stock Appreciation Rights		18.61					F6	04-AUG-2033		Common Stock		64432.0								D			
0001213900-25-109423	1999916	Stock Appreciation Rights		13.6					F5	04-MAY-2033		Common Stock		80049.0								D			
0001213900-25-109423	1999915	Stock Appreciation Rights		28.6					F4	27-FEB-2027		Common Stock		31779.0								D			
0001213900-25-109423	1999914	Stock Appreciation Rights		31.26					F3	09-MAY-2026		Common Stock		30231.0								D			
0001213900-25-109423	1999919	Stock Appreciation Rights		8.31					F8	21-FEB-2035		Common Stock		77433.0								D			
0001213900-25-109423	1999913	Stock Appreciation Rights		27.38					F2	28-FEB-2026		Common Stock		12540.0								D			
0000730708-25-000229	1999892	Common Stock Right to Buy	F6	28.69					F7	03-APR-2027		Common Stock		78021.0				78021.0				D			
0000730708-25-000229	1999891	Common Stock Right to Buy	F6	31.15					F7	02-APR-2028		Common Stock		55279.0				55279.0				D			
0001628280-25-051731	1999828	Restricted Stock Units			F2			29-MAR-2026	F4	29-MAR-2027		Common Stock		15958.0								D			
0001628280-25-051731	1999827	Restricted Stock Units			F2			07-NOV-2025	F3	07-NOV-2026		Common Stock		7252.0								D			
0001628280-25-051731	1999826	Restricted Stock Units			F2			31-MAR-2025	F1	31-MAR-2026		Common Stock		6378.0								D			
0001628280-25-051731	1999829	Restricted Stock Units			F2			31-MAR-2026	F5	31-MAR-2028		Common Stock		30221.0								D			
0001921509-25-000003	1999884	Performance Stock Units			F8				F10		F10	Ordinary Shares		6328.0				6328.0				D			
0001921509-25-000003	1999883	Performance Stock Units			F8				F9		F9	Ordinary Shares		10378.0				10378.0				D			
0001921509-25-000003	1999882	Restricted Stock Units			F5				F7		F7	Ordinary Shares		6328.0				6328.0				D			
0001921509-25-000003	1999881	Restricted Stock Units			F5				F6		F6	Ordinary Shares		1045.0				1045.0				D			
0001921509-25-000003	1999880	Dividend Equivalent Units			F3				F3		F3	Ordinary Shares		1136.95				1136.95	F4			D			
0001745916-25-000027	1999903	Nonstatutory Stock Option (Right to Buy)		84.93				01-MAR-2025	F14	28-FEB-2034		Common Stock		27044.0	F14			27044.0				D			
0001745916-25-000027	1999898	Nonstatutory Stock Option (Right to Buy)		59.68				14-DEC-2020		13-DEC-2030		Common Stock		54024.0	F9			54024.0				D			
0001745916-25-000027	1999897	Nonstatutory Stock Option (Right to Buy)		22.92				15-MAR-2020		14-MAR-2029		Common Stock		27744.0	F8			27744.0				D			
0001745916-25-000027	1999896	Nonstatutory Stock Option (Right to Buy)		24.4				09-MAR-2019		08-MAR-2028		Common Stock		26467.0	F7			26467.0				D			
0001745916-25-000027	1999895	Nonstatutory Stock Option (Right to Buy)		18.05				06-MAR-2018		05-MAR-2027		Common Stock		34626.0	F6			34626.0				D			
0001745916-25-000027	1999904	Nonstatutory Stock Option (Right to Buy)		101.76				14-FEB-2026	F15	13-FEB-2035		Common Stock		21456.0	F15			21456.0				D			
0001745916-25-000027	1999902	Nonstatutory Stock Option (Right to Buy)		60.74				24-FEB-2024		23-FEB-2033		Common Stock		25724.0	F13			25724.0				D			
0001745916-25-000027	1999901	Nonstatutory Stock Option (Right to Buy)		57.1				23-FEB-2023		22-FEB-2032		Common Stock		54063.0	F12			54063.0				D			
0001745916-25-000027	1999900	Nonstatutory Stock Option (Right to Buy)		58.85				25-FEB-2022		24-FEB-2031		Common Stock		29566.0	F11			29566.0				D			
0001745916-25-000027	1999899	Nonstatutory Stock Option (Right to Buy)		35.03				26-FEB-2021		25-FEB-2030		Common Stock		30366.0	F10			30366.0				D			
0001325533-25-000004	1999879	Class B Non-Voting Common Stock		0.0					F5		F5	Common Stock		5632.0				5632.0				I		By The Red Oak Long Fund, L.P. directly	F2, F3
0001325533-25-000004	1999878	Class B Non-Voting Common Stock		0.0					F5		F5	Common Stock		10868.0				10868.0				I		By The Red Oak Fund, LP directly	F1, F3
0001788807-25-000005	1999858	Employee Stock Option (right to buy)		95.25				23-JAN-2019	F3	23-JAN-2028		Common Stock		905.0				905.0				D			
0001788807-25-000005	1999860	Employee Stock Option (right to buy)		92.58				25-JAN-2023	F3	25-JAN-2032		Common Stock		4820.0				4820.0				D			
0001788807-25-000005	1999859	Employee Stock Option (right to buy)		80.17				22-JAN-2020	F3	22-JAN-2029		Common Stock		1240.0				1240.0				D			
0001628280-25-051675	1999921	Restricted Stock Units		0.0					F3		F3	Common Stock		450.0								D			
0001628280-25-051675	1999922	Restricted Stock Units		0.0					F4		F4	Common Stock		259.0								D			
0001628280-25-051675	1999920	Restricted Stock Units		0.0					F2		F2	Common Stock		318.0								D			
0001193125-25-277890	1999831	Stock Option		7.28				20-DEC-2019		20-DEC-2029		Common Stock		23636.0				23636.0				D			
0001193125-25-277890	1999833	Stock Option		4.77				03-JAN-2023	F7	03-JAN-2028		Common Stock		50000.0				50000.0				D			
0001193125-25-277890	1999834	Stock Option		4.3				23-DEC-2022		23-DEC-2027		Common Stock		50000.0				50000.0				D			
0001193125-25-277890	1999830	Stock Option		7.53				30-AUG-2019		30-AUG-2029		Common stock		26243.0				26243.0				D			
0001193125-25-277890	1999832	Stock Option		12.27				22-DEC-2021	F6	22-DEC-2028		Common Stock		280000.0				280000.0				D			
0001193125-25-277890	1999835	Stock Option		6.47				22-DEC-2023	F8	22-DEC-2028		Common Stock		50000.0				50000.0				D			
0001193125-25-277890	1999836	Stock Option		8.08				21-JAN-2025	F9	21-JAN-2030		Common Stock		50000.0				50000.0				D			
0001642826-25-000006	1999818	Stock Option (Right to Buy)		82.39				11-MAR-2026		11-MAR-2035		Common Stock		7329.0				7329.0				D			
0001642826-25-000006	1999817	Stock Option (Right to Buy)		79.73				11-MAR-2025		11-MAR-2034		Common Stock		22338.0				22338.0				D			
0001642826-25-000006	1999816	Stock Option (Right to Buy)		62.03				06-MAR-2024		06-MAR-2033		Common Stock		31968.0				31968.0				D			
0001642826-25-000006	1999815	Stock Option (Right to Buy)		48.91				11-MAR-2022		11-MAR-2031		Common Stock		47191.0				47191.0				D			
0001302215-25-000115	1999801	CLASS B COMMON STOCK			F1				F1		F1	CLASS A COMMON STOCK		800413.0				800413.0				I	F3	BY HL VOTING TRUST	
0001841794-25-000110	1999894	Restricted Stock Units			F6				F7		F7	Class A Common Stock		180737.0				180737.0				D			
0001781316-25-000006	1999842	Long-Term Incentive Plan Units	F2	0.0	F2				F3		F3	Common Stock		29319.0				29319.0	F3			D			
0001781316-25-000006	1999845	Class A-1 Units	F6	0.0	F6				F6		F6	Common Stock		30941.5				30941.5	F7			D			
0001781316-25-000006	1999844	Long-Term Incentive Plan Units	F2	0.0	F2				F5		F5	Common Stock		19353.28				19353.28	F5			D			
0001781316-25-000006	1999843	Long-Term Incentive Plan Units	F2	0.0	F2				F4		F4	Common Stock		24569.12				24569.12	F4			D			
0001596466-25-000003	1999925	Employee Stock Option (right to buy)		86.15				27-FEB-2025	F1	26-FEB-2034		Common Stock		24527.0								D			
0001596466-25-000003	1999926	Employee Stock Option (right to buy)		83.84				24-FEB-2024	F2	23-FEB-2033		Common Stock		25883.0								D			
0001596466-25-000003	1999927	Employee Stock Option (right to buy)		120.8				25-FEB-2023		24-FEB-2032		Common Stock		20756.0								D			
0001596466-25-000003	1999928	Employee Stock Option (right to buy)		109.26				26-FEB-2022		25-FEB-2031		Common Stock		24667.0								D			
0001596466-25-000003	1999929	Employee Stock Option (right to buy)		61.51				28-FEB-2021		27-FEB-2030		Common Stock		28058.0								D			
0001596466-25-000003	1999930	Employee Stock Option (right to buy)		82.69				28-FEB-2020		27-FEB-2029		Common Stock		28764.0								D			
0001596466-25-000003	1999931	Employee Stock Option (right to buy)		104.21				26-FEB-2019		25-FEB-2028		Common Stock		22462.0								D			
0001596466-25-000003	1999932	Employee Stock Option (right to buy)		80.25				28-FEB-2018		27-FEB-2027		Common Stock		18304.0								D			
0001764012-25-000006	1999910	Restricted stock units		0.0					F1		F1	Common shares, $2 par value		876.0				876.0				D			
0001764012-25-000006	1999908	Restricted stock units		0.0					F1		F1	Common shares, $2 par value		817.0				817.0				D			
0001764012-25-000006	1999909	Restricted stock units		0.0					F1		F1	Common shares, $2 par value		1058.0				1058.0				D			
0001437749-25-034440	1999846	Stock Option (right to buy)			F2				F1		F1	Common Stock, par value $0.0001 per share		249000.0								D			
0001632909-25-000037	1999795	Series D Warrants		0.02				11-APR-2000		11-MAY-2038		Common Stock		47274.0				47274.0				D			
0000072741-25-000060	1999847	Phantom Shares			F4				F4		F4	Common Shares, $5.00 par value		72898.0	F4			72898.0	F4			D			
0001213900-25-109135	1999857	Option (right to buy)		302.21				01-OCT-2025	F6	01-OCT-2031		Common Stock		2000.0				2000.0				D			
0001213900-25-109135	1999855	Option (right to buy)		181.58				08-FEB-2022	F4	08-FEB-2028		Common Stock		1145.0				1145.0				D			
0001213900-25-109135	1999853	Option (right to buy)		211.59				15-JUL-2023	F2	15-JUL-2029		Common Stock		1745.0				1745.0				D			
0001213900-25-109135	1999854	Option (right to buy)		219.09				18-AUG-2024	F3	18-AUG-2030		Common Stock		2000.0				2000.0				D			
0001213900-25-109135	1999856	Option (right to buy)		256.23				09-SEP-2023	F5	09-SEP-2029		Common Stock		255.0				255.0				D			
0001185185-25-001685	1999907	Class B Ordinary Shares			F2				F2		F2	Class A Ordinary Shares		1437500.0								I		See Footnote	F1
0001183910-25-000009	1999839	Non-Qualified Stock Option (right to buy)		36.46				31-OCT-2022		31-OCT-2029		Common Stock		652.0				652.0				D			
0001183910-25-000009	1999837	Non-Qualified Stock Option (right to buy)		32.49				31-OCT-2024		31-OCT-2031		Common Stock		607.0				607.0				D			
