ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,TRANS_FORM_TYPE,TRANS_FORM_TYPE_FN,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,VALU_OWND_FOLWNG_TRANS_FN,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN
0001127602-25-007444,2524892,Common Stock,,,,67.21,,,,I,,By Mother's Estate,"F2, F1"
0001127602-25-007444,2524885,Common Stock,,,,102606.45,F3,,,D,,By Esop II Trust,
0001127602-25-007444,2524887,Common Stock,,,,0.0,,,,I,,By Family Trust IV,F1
0001628280-25-009338,2541416,Common Stock,,,,3285.0,,,,I,,By ESOP,
0001628280-25-009338,2541415,Common Stock,,,,33533.0,,,,D,,By Spouse 401(k),
0001628280-25-009338,2541417,Common Stock,,,,5033.0,,,,I,,,
0001628280-25-009336,2608088,Common Stock,,,,60.0,,,,I,,,
0001628280-25-009336,2608086,Common Stock,,,,17279.0,,,,D,,By IRA,
0001628280-25-009336,2608087,Common Stock,,,,1815.0,,,,I,,By Children,
0001628280-25-009334,2709661,Common Stock,,,,6555.0,,,,I,,,
0001628280-25-009334,2709660,Common Stock,,,,44987.0,,,,D,,By ESOP,
0001628280-25-009331,2345907,Common Stock,,,,12099.0,,,,D,,By ESOP,
0001628280-25-009331,2345908,Common Stock,,,,1004.0,,,,I,,,
0001628280-25-009329,2524650,Common Stock,,,,24873.0,,,,D,,By IRA,
0001628280-25-009329,2524651,Common Stock,,,,3292.0,,,,I,,,
0001628280-25-009326,2566063,Common Stock,,,,4113.0,,,,D,,,
0001628280-25-009317,2418284,Common Stock,,,,20739.0,,,,I,,By ESOP,
0001628280-25-009317,2418286,Common Stock,,,,4919.0,,,,I,,,
0001628280-25-009317,2418283,Common Stock,,,,32494.0,,,,D,F1,By Spouse,
0001628280-25-009317,2418285,Common Stock,,,,3963.0,,,,I,,By Spouse ESOP,
0001593968-25-000252,2483333,"Common Stock, No Par Value",,,,44344.0,,,,I,,Indirect by Spouse,
0001593968-25-000252,2483334,"Common Stock, No Par Value",,,,9020.0,,,,I,,Indirect by Trust,
0001411579-25-000048,2374889,CLASS A COMMON STOCK,,,,78532.0,F4,,,D,,Held by Immediate Family Member,
0001411579-25-000048,2374890,CLASS A COMMON STOCK,,,,7760.0,F4,,,I,,,
0001127602-25-007435,2433164,"Common Stock, $.25 Par Value",,,,342546.0,,,,D,,By Wife,
0001127602-25-007435,2433165,"Common Stock, $.25 Par Value",,,,44678.0,,,,I,,By 401(k) Plan,
0001127602-25-007435,2433166,"Common Stock, $.25 Par Value",,,,8013.0,F1,,,I,,,
0000726854-25-000063,2385489,Common Stock,,,,115.0,,,,I,,by IRA,
0000726854-25-000063,2385490,Common Stock,,,,2955.78,F1,,,I,,by 401(k) Plan and Trust,
0001127602-25-007433,2658911,Common Stock,,,,92967.0,,,,I,,By Trust,
0001127602-25-007433,2658912,Common Stock,,,,1238.22,,,,I,,By ESOP II Trust,
0001127602-25-007433,2658907,Common Stock,,,,43439.0,,,,I,,By Daughter,
0001127602-25-007433,2658908,Common Stock,,,,43439.0,,,,I,,By Daughter,
0001127602-25-007433,2658909,Common Stock,,,,43439.0,,,,I,,By Son,
0001127602-25-007433,2658910,Common Stock,,,,5174.0,,,,I,,By Spouse,
0001127602-25-007432,2526788,"Common Stock, $.25 Par Value",,,,223330.0,,,,D,,By 401(k) Plan,
0001127602-25-007432,2526789,"Common Stock, $.25 Par Value",,,,5391.0,F1,,,I,,,
0001127602-25-007429,2698948,"Common Stock, $.25 Par Value",,,,44608.0,,,,I,,By Corporation,F1
0001127602-25-007427,2553146,"Common Stock, $.25 Par Value",,,,23340.0,F1,,,I,,,
0001127602-25-007427,2553145,"Common Stock, $.25 Par Value",,,,187716.0,,,,D,,By 401(k) Plan,
0001127602-25-007425,2482870,"Common Stock, $.25 Par Value",,,,395.0,F2,,,I,,By 401(k) Plan,
0001127602-25-007424,2417164,Common Stock,,,,1295.35,,,,I,,International Stock Ownership Plan & Pension Plan (Switzerland),
0001127602-25-007424,2417163,Common Stock,,,,469.83,,,,I,,By Retirement Plan Trustee,
0001127602-25-007423,2739775,"Common Stock, $.25 Par Value",,,,255415.0,,,,D,,By Trust,
0001127602-25-007423,2739776,"Common Stock, $.25 Par Value",,,,107400.0,,,,I,,By Wife,
0001127602-25-007423,2739777,"Common Stock, $.25 Par Value",,,,2407.0,,,,I,,By 401(k) Plan,
0001127602-25-007423,2739778,"Common Stock, $.25 Par Value",,,,898.0,F1,,,I,,,
0001127602-25-007420,2478715,"Common Stock, $.25 Par Value",,,,7904.0,F1,,,I,,,
0001127602-25-007420,2478714,"Common Stock, $.25 Par Value",,,,177264.0,,,,D,,By 401(k) Plan,
0000726854-25-000060,2662934,Common Stock,,,,2313.01,F2,,,I,,by 401(k) Plan and Trust,
0000726854-25-000059,2537377,Common Stock,,,,8581.59,F2,,,I,,by 401(k) Plan and Trust,
0000726854-25-000058,2591352,Common Stock,,,,2077.74,F2,,,I,,by 401(k) Plan and Trust,
0000726854-25-000056,2765644,Common Stock,,,,2955.78,F2,,,I,,by 401(k) Plan and Trust,
0000726854-25-000056,2765643,Common Stock,,,,115.0,,,,I,,by IRA,
0001127602-25-007418,2763971,"Common Stock, $.25 Par Value",,,,246909.0,,,,D,,,
0001214659-25-003715,2798614,Common Shares,,,,80404.0,,,,I,,Madhavpeddi Family Trust,
0001214659-25-003715,2798615,Common Shares,,,,55152.0,,,,I,,Azteca Consulting LLC,
0000097216-25-000026,2640360,"Common Stock, $.01 par value",,,,14.0,,,,I,,401(k) plan,
0001127602-25-007416,2616257,"Common Stock, $.25 Par Value",,,,37725.0,,,,D,,By 401(k) Plan,
0001127602-25-007416,2616258,"Common Stock, $.25 Par Value",,,,6619.0,F1,,,I,,,
0001493152-25-008840,2449957,Common Stock,,,,22010.0,,,,D,,,
0001127602-25-007414,2720304,"Common Stock, $.25 Par Value",,,,3215.0,,,,I,,By 401(k) Plan,
0001127602-25-007414,2720305,"Common Stock, $.25 Par Value",,,,4628.0,F1,,,I,,,
0001127602-25-007414,2720303,"Common Stock, $.25 Par Value",,,,94676.0,,,,D,,By Husband,
0001628280-25-009303,2547849,Common Stock,,,,268.0,,,,I,,,
0001628280-25-009303,2547848,Common Stock,,,,587.0,,,,D,,By ESOP,
0001127602-25-007412,2601073,"Common Stock, $.25 Par Value",,,,77743.0,,,,D,,By 401(k) Plan,
0001127602-25-007412,2601074,"Common Stock, $.25 Par Value",,,,12906.0,F1,,,I,,,
0001127602-25-007410,2312051,"Common Stock, $.25 Par Value",,,,197756.0,,,,D,,,
0001062993-25-004069,2333748,Class A Common Stock,,,,8383.0,,,,D,,,
0001275168-25-000040,2385230,Common Stock,,,,1000.0,,,,I,,By daughter-in-law,F2
0001275168-25-000040,2385229,Common Stock,,,,3000.0,,,,I,,By other son,F2
0001275168-25-000040,2385228,Common Stock,,,,3000.0,,,,I,,By son,F2
0001275168-25-000040,2385227,Common Stock,,,,3000.0,,,,I,,By daughter,F2
0001014100-25-000008,2517382,Common Stock,,,,122.13,,,,D,,,
0001510281-25-000120,2741053,Common Stock,,,,1664381.0,,,,I,,-,
0001127602-25-007392,2347259,Encompass Health Common Stock,,,,125631.0,,,,I,,By irrevocable trust for the benefit of children,
0001127602-25-007392,2347260,Encompass Health Common Stock,,,,65229.0,F2,,,I,,By spouse,
0001628280-25-009285,2342410,"Common shares, $2 par value",,,,6272.18,F3,,,I,,by 401(k) plan,
0001628280-25-009285,2342415,"Common shares, $2 par value",,,,405200.0,,,,I,,by trust,
0001628280-25-009285,2342411,"Common shares, $2 par value",,,,500.0,,,,I,,by spouse,
0001628280-25-009285,2342412,"Common shares, $2 par value",,,,134769.0,,,,I,,by trust,
0001628280-25-009285,2342413,"Common shares, $2 par value",,,,156648.0,,,,I,,by rabbi trust for deferred compensation plan,
0001628280-25-009285,2342414,"Common shares, $2 par value",,,,137411.0,,,,I,,by trust,
0001381668-25-000047,2371309,Common Stock,,,,54738.0,,,,I,,Trustee for sibling trust,
0001381668-25-000047,2371310,Common Stock,,,,31089.0,,,,I,,Trust Beneficiary,
0001381668-25-000047,2371311,Common Stock,,,,7200.0,,,,I,,POA on siblings IRA,
0001381668-25-000047,2371312,Common Stock,,,,10916.0,,,,I,,BY ESOP,F2
0001381668-25-000047,2371313,Common Stock,,,,110606.0,,,,I,,By 401(k),F2
0001381668-25-000047,2371307,Common Stock,,,,23200.0,,,,I,,By Spouse,
0001381668-25-000047,2371308,Common Stock,,,,37150.0,,,,I,,Trustee for daughter's trust,
0001174947-25-000255,2690773,Common Stock (Book Entry),,,,2281.0,,,,D,,,
0001437749-25-005853,2689509,Common Stock,,,,16647.0,F2,,,I,,CDK Fund Ltd,
0001437749-25-005853,2689512,Common Stock,,,,24024.0,F2,,,I,,FRMO Corp,
0001437749-25-005853,2689511,Common Stock,,,,5490.0,F2,,,I,,FROMEX Equity Corp,
0001437749-25-005853,2689510,Common Stock,,,,180.0,F2,,,I,,Spouse,
0001437749-25-005853,2689508,Common Stock,,,,7452.0,F2,,,I,,CDK Partners LP,
0001437749-25-005853,2689507,Common Stock,,,,4416.0,F2,,,I,,Horizon Kinetics Hard Assets II LLC,
0000089800-25-000056,2317302,Common Stock,,,,511.33,F1,,,I,,401(k) Plan,
0001127602-25-007378,2535654,Common Stock,,,,4900.0,,,,I,,JJ KORALESKI and SF KORALESKI CO-TTEE KORALESKI LIVING TRUST U/A DTD 01/18/1991,
0001127602-25-007378,2535653,Common Stock,,,,2000.0,,,,I,,"SJK HOLDINGS and INVESTMENTS, LLC",
0002022314-25-000001,2743611,Common Stock,,,,0.0,F1,,,D,,,
0001628280-25-009274,2537704,$5 Par Common Stock,,,,2702.0,,,,I,,401(k) Plan,
0000029644-25-000025,2784586,Common Stock,,,,97.0,,,,I,,By Benefit Plan Trust,
0000800457-25-000036,2528036,Class B Common Stock,,,,4708570.0,,,,D,,,
0001437749-25-005834,2645371,Common Stock,,,,1761.0,,,,I,,By 401(k),F1
0001437749-25-005834,2645370,Common Stock,,,,39275.0,,,,I,,By ESOP,F1
0001474506-25-000049,2486348,"Common Stock, par value $0.00001 per share",,,,136559.0,F24,,,I,,By Gowan Capital Inc.,
0001474506-25-000049,2486347,"Common Stock, par value $0.00001 per share",,,,269635.0,F23,,,I,,"By Dunhill Distribution Group, Inc.",
0001474506-25-000049,2486346,"Common Stock, par value $0.00001 per share",,,,3679056.0,F22,,,I,,By Gowan Private Equity Inc.,
0001474506-25-000049,2486345,"Common Stock, par value $0.00001 per share",,,,300000.0,F21,,,I,,By Rosscor Brands Corp.,
0001214659-25-003692,2723338,Common Stock,,,,15178.0,,,,D,,,
0001214659-25-003691,2486941,Common Stock,,,,116573.0,,,,D,,,
0001214659-25-003690,2330254,Common Stock,,,,95842.0,,,,D,,,
0001014100-25-000006,2496320,Common Stock,,,,910.98,,,,I,,By 401(k) plan,
0001014100-25-000006,2496319,Common Stock,,,,83.85,,,,I,,By spouse as UTMA custodian for son,
0001014100-25-000005,2682129,Common Stock,,,,5.39,F3,,,I,,By 401(k) plan,
0001214659-25-003689,2331273,Common Stock,,,,2380.0,,,,I,,,
0001214659-25-003689,2331272,Common  Stock,,,,61619.0,,,,D,,By 401(k) Plan,
0000950170-25-030417,2312331,Common Units (Limited Partner Interests),,,,282.06,,,,I,,By spouse,
0001214659-25-003687,2534916,Common Stock,,,,1725.0,,,,D,,By 401k Plan,
0001214659-25-003687,2534917,Common Stock,,,,532.0,,,,I,,,
0001415889-25-006087,2316320,Common Stock,,,,405936.0,,,,I,,See footnote,F3
0001415889-25-006087,2316319,Common Stock,,,,67505.0,,,,I,,See footnote,F1
0001214659-25-003686,2754996,Common Stock,,,,169287.0,,,,D,,By 401k Plan,
0001214659-25-003686,2754997,Common Stock,,,,29477.0,,,,I,,,
0001923233-25-000015,2330436,Common Stock,,,,59781.87,F1,,,I,,held by 401(k) plan,
0001360604-25-000037,2371830,Common Stock,,,,16.0,,,,I,,By Child 3,
0001360604-25-000037,2371831,Common Stock,,,,16.0,,,,I,,By Child 2,
0001360604-25-000037,2371829,Common Stock,,,,16.0,,,,I,,By Child 1,
0001703056-25-000023,2336776,Restricted Stock Units,,,,65579.0,F1,,,D,,,
0000950170-25-030329,2789871,Common Stock,,,,125000.0,,,,I,,John A. Scarlett III 1999 Trust,
0000950142-25-000589,2621402,Class A Common Stock,,,,688201.0,F6,,,I,,By CompoSecure Employee LLC,
0001517413-25-000079,2443840,Class A Common Stock,,,,2500558.0,,,,I,,See Foonote,F2
0001517413-25-000079,2443841,Class A Common Stock,,,,840005.0,,,,I,,See Footnote,F3
0001517413-25-000079,2443842,Class A Common Stock,,,,109686.0,,,,I,,See Footnote,F4
0001517413-25-000079,2443843,Class A Common Stock,,,,156521.0,,,,I,,See Footnote,F5
0001517413-25-000079,2443844,Class A Common Stock,,,,50481.0,,,,I,,See Footnote,F6
0001517413-25-000079,2443845,Class A Common Stock,,,,792998.0,,,,I,,See Footnote,F7
0001593275-25-000058,2305040,Class B Common Shares,,,,218799.0,,,,I,,By The Albo 2018 LLC,
0000950170-25-030318,2591324,Ordinary Shares,,,,126095.0,,,,I,,See Footnotes,"F7, F1, F4, F5, F3, F2, F6"
0000950170-25-030318,2591329,American Depositary Shares,,,,10418.0,"F13, F15",,,D,,,
0000950170-25-030318,2591328,American Depositary Shares,,,,10418.0,"F13, F14",,,D,,,
0000950170-25-030318,2591327,Ordinary Shares,,,,1.0,F9,,,D,,,
0000950170-25-030318,2591326,Ordinary Shares,,,,1.0,F8,,,D,,,
0000950170-25-030318,2591325,Ordinary Shares,,,,126099.0,,,,I,,See Footnotes,"F7, F4, F5, F3, F2, F6, F10"
0000950170-25-030314,2709239,Class B Common Stock,,,,6542033.0,,,,I,,"By January Capital Sub, LLC",F3
0000950170-25-030314,2709238,Class B Common Stock,,,,83074858.0,F2,,,I,,"By January Capital HoldCo, LLC",F3
0001493152-25-008775,2761593,Common Stock,,,,309925.0,,,,I,F2,By S & N Khan Family Trust,
0000950170-25-030310,2568037,Class B Common Stock,,,,83074858.0,F2,,,I,,"By January Capital HoldCo, LLC",F3
0000950170-25-030310,2568038,Class B Common Stock,,,,6542033.0,,,,I,,"By January Capital Sub, LLC",F3
0000950170-25-030308,2692208,Class B Common Stock,,,,6542033.0,,,,I,,"By January Capital Sub, LLC",F3
0000950170-25-030308,2692207,Class B Common Stock,,,,83074858.0,F2,,,I,,"By January Capital HoldCo, LLC",F3
0001415889-25-006084,2817855,Common Stock,,,,2597500.0,,,,I,,See footnote,F2
0000891166-25-000028,2719101,Common Stock,,,,18000.0,,,,I,,By Children,
0000891166-25-000028,2719100,Common Stock,,,,2000.0,,,,I,,By Spouse,
0001214659-25-003679,2376560,Class A Common Stock,,,,4825.0,,,,I,,By trust.,
0001214659-25-003679,2376562,Class A Common Stock,,,,1400000.0,,,,I,,By trust.,
0001214659-25-003679,2376561,Class A Common Stock,,,,1554.0,,,,I,,As UTMA custodian for minor child.,
0001214659-25-003679,2376559,Class A Common Stock,,,,60323.0,,,,I,,By trust.,
0001214659-25-003678,2638151,Class A Common Stock,,,,11000.0,,,,I,,By trust.,F4
0001214659-25-003678,2638150,Class A Common Stock,,,,1400000.0,,,,I,,By trust.,F4
0001214659-25-003678,2638153,Class A Common Stock,,,,492.0,,,,I,,As UTMA custodian for minor child.,
0001214659-25-003678,2638152,Class A Common Stock,,,,491.0,,,,I,,As UTMA custodian for minor child.,
0000939767-25-000044,2439922,Common Stock,,,,1764985.0,F4,,,I,,By Trust,
0000939767-25-000044,2439923,Common Stock,,,,17728.0,F5,,,I,,By 401(k),
0000939767-25-000043,2554042,Common Stock,,,,5835.0,F4,,,I,,By 401(k),
0000939767-25-000042,2545209,Common Stock,,,,10648.0,F4,,,I,,By 401(k),
0000939767-25-000042,2545208,Common Stock,,,,23539.0,,,,I,,By spouse,
0000939767-25-000041,2572815,Common Stock,,,,999.0,F4,,,I,,By 401(k),
0000939767-25-000038,2450683,Common Stock,,,,2723.0,F4,,,I,,By 401(k),
0001062993-25-004034,2622367,Common Stock,,,,0.0,,,,I,,N/A,
0001062993-25-004032,2682360,Common Stock,,,,2539.71,,,,I,,401(K) Plan,
0001062993-25-004031,2504530,Common Stock,,,,14520.0,,,,I,,By Spouse,
0001437749-25-005773,2300731,Common Stock,,,,755.0,,,,I,,Spouse,
0001437749-25-005773,2300729,Common Stock,,,,2478.0,,,,I,,IRA,
0001437749-25-005773,2300730,Common Stock,,,,14977.91,,,,I,,Profit Sharing,
0001062993-25-004027,2682592,Common Stock,,,,0.0,,,,I,,Not applicable,
0001225208-25-002634,2685641,Common Stock,,,,113.56,F2,,,I,,Lockheed Martin Salaried Savings Plan,
0001225208-25-002631,2794368,Common Stock,,,,197.05,F2,,,I,,Lockheed Martin Salaried Savings Plan,
0001225208-25-002630,2702856,Common Stock,,,,4065.61,,,,I,F2,Lockheed Martin Salaried Savings Plan,
0001213900-25-018958,2783087,"Common Stock, $0.00001 par value",,,,216452.0,,,,D,,,
0001062993-25-004019,2758201,Common Stock,,,,144898.0,,,,I,,Family Trust,
0001062993-25-004019,2758202,Common Stock,,,,1935.17,,,,I,,401(k) Plan,
0001415889-25-006071,2342507,Common Stock,,,,28552.0,,,,D,,,
0001437749-25-005769,2590904,Common Stock,,,,11521.84,,,,I,,Profit Sharing,
0001829126-25-001356,2466377,Common Stock,,,,2656980.0,,,,I,,By Youxin Consulting Limited,
0001104659-25-019315,2698785,Ordinary Shares,,,,3458.0,F6,,,I,,by trustee of ESP,
0001062993-25-004013,2626538,Common Stock,,,,41133.33,,,,I,,Mitchell Family Trust,
0001062993-25-004013,2626540,Common Stock,,,,11953.45,,,,I,,401(k) Plan,
0001062993-25-004013,2626539,Common Stock,,,,1574.4,,,,I,,Son's Trust,
0001104659-25-019310,2459280,Ordinary Shares,,,,2938.0,F6,,,I,,by trustee of ESP,
0001062993-25-004008,2520885,Common Stock,,,,0.0,,,,I,,N/A,
0001104659-25-019304,2412471,Ordinary Shares,,,,187.0,F6,,,I,,by trustee of ESP,
0001437749-25-005765,2336676,Common Stock,,,,1835.72,,,,I,,Profit Sharing,
0000950170-25-030278,2615529,Common Stock,,,,3568951.0,,,,D,,See Footnote,F2
0000950170-25-030278,2615530,Common Stock,,,,30127177.0,,,,I,,,
0001062993-25-004003,2531243,Common Stock,,,,0.0,,,,I,,Not Applicable,
0001062993-25-003999,2722581,Common Stock,,,,1871.59,,,,I,,401(k) Plan,
0000950170-25-030273,2435641,Common Stock,,,,16070.0,,,,I,,By Spouse,
0001062993-25-003993,2708370,Common Stock,,,,4151.55,,,,I,,401(k) Plan,
0001062993-25-003992,2592545,Common Stock,,,,973.62,,,,I,,401(k) Plan,
0001104659-25-019295,2511545,Common Stock,,,,600.0,,,,I,,By Spouse,
0001140361-25-006590,2680438,Common Stock,,,,75000.0,,,,I,,See footnote,F7
0001140361-25-006590,2680437,Common Stock,,,,147802.0,,,,I,,See footnote,F6
0001140361-25-006590,2680439,Common Stock,,,,22500.0,,,,I,,See footnote,F8
0000950170-25-030262,2420320,"Common Stock, par value $.01 per share",,,,14024.0,F4,,,I,,By Family Trust,
0000950170-25-030262,2420319,"Common Stock, par value $.01 per share",,,,31531.0,F3,,,I,,By GRAT,
0001628280-25-009197,2475834,Common Stock,,,,893.0,,,,I,,By son,
0000950142-25-000577,2633805,Common Stock,,,,10493.0,,,,D,,,
0001114927-25-000018,2685443,Common Stock,,,,0.0,,,,D,,,
0001225208-25-002628,2672223,Common Stock,,,,519.74,F2,,,I,,401(k) plan,
0001225208-25-002628,2672224,Common Stock,,,,3474.22,F3,,,I,,Executive Supplemental Savings Plan,
0000200406-25-000091,2630460,Common Stock,,3,,150.0,F1,,,I,,By Trust,
0001025996-25-000081,2753662,"Common stock, par value $0.01 per share",,,,109381.34,,,,D,,,
0001050797-25-000027,2672548,Common Stock,,,,1014.0,,,,I,,By Spouse Trust,F3
0001050797-25-000027,2672549,Common Stock,,,,2000.0,,,,I,,By Voting Trust,F4
0001050797-25-000027,2672547,Common Stock,,,,7122333.0,F1,,,I,,By GRATs,F2
0001298711-25-000002,2580388,Common Stock,,,,50000.0,,,,I,,By Krishnan Family Trust,F17
0001298711-25-000002,2580387,Common Stock,,,,90000.0,,,,I,,By SMK Trust,
0001298709-25-000002,2396466,Common Stock,,,,50000.0,,,,I,,By Krishnan Family Trust,F17
0001298709-25-000002,2396465,Common Stock,,,,90000.0,,,,I,,By Krishnan Spousal Trust,
0000950170-25-030242,2702824,Common Stock,,,,1017.75,F2,,,I,,By 401(k) Plan,
0001923233-25-000006,2795520,Common Stock,,,,59782.19,F2,,,I,,held by 401(k) plan,
0001415889-25-006064,2437882,Common Stock,,,,30538.0,F1,,,D,,,
0001415889-25-006061,2555832,Common Stock,,,,60211.0,,,,I,,By Trust,F4
0001415889-25-006061,2555834,Common Stock,,,,282936.0,,,,D,F6,,
0001415889-25-006061,2555833,Common Stock,,,,183950.0,,,,I,,By Trust,F5
0000950170-25-030238,2730119,Common Stock Holding,,,,196.95,F2,,,I,,By 401(k) Plan,
0000950170-25-030234,2442339,Common Stock,,,,1030.11,F3,,,I,,By 401(k) Plan,
0000950170-25-030234,2442338,Common Stock,,,,3360.0,,,,I,,By Spouse,
0000950170-25-030226,2411963,Common Stock,,,,955.48,F2,,,I,,By 401(k) Plan,
0001736297-25-000017,2738915,Common Stock,,,,244242.0,,,,D,,,
0000950103-25-002758,2625455,Class A Common Stock,,,,55046.0,,,,I,,Cox-Vadakan Irrevocable Remainder Trust,F16
0001127602-25-007353,2421691,Shares Of Common Stock (par Value $0.01 Per Share),,,,9435.0,,,,I,,By 2022 Family Trust,
0000950170-25-030218,2604640,Common Stock,,,,371.72,F2,,,I,,By 401(k) Plan,
0001562180-25-001823,2703630,"Preferred Stock, Series A",,,,5730.0,,,,D,,,
0000899140-25-000393,2509988,"Common shares, par value $0.10 per share",,,,1640654.0,,,,D,,,
0000950170-25-030213,2462818,Common Stock,,,,1009.73,F2,,,I,,By 401(k) Plan,
0001127602-25-007350,2337286,Common,,,,6774.0,,,,I,,By Son,
0001127602-25-007350,2337287,Common,,,,395970.0,,,,I,,By Wife's Trust for Children and Reporting Person,
0001127602-25-007350,2337285,Common,,,,178689.0,,,,I,,By Trust for Wife,
0001127602-25-007350,2337282,Common Stock,,,,5717.21,,,,I,,By 401(k),
0001127602-25-007350,2337283,Common,,,,415203.0,,,,I,,By Trust for Children,
0001127602-25-007350,2337284,Common,,,,57270.0,,,,I,,By Wife's Trust for Children,
0001127602-25-007348,2686739,Common,,,,5584.11,,,,I,,By 401(k) plan,
0001055726-25-000002,2491156,Common Stock,,,,375.0,,,,I,,By Spouse,
0001649749-25-000051,2440517,Common Stock,,,,1358.39,,,,I,,By 401(k) Plan,
0001659166-25-000039,2708591,Common Stock,,,,533.0,F3,,,I,,By 401 (k),
0001659166-25-000039,2708592,Common Stock,,,,865.0,F3,,,I,,By Spouse's 401 (k),
0000950170-25-030208,2751844,Common Stock Holding,,,,586.62,F2,,,I,,By 401(k) Plan,
0001649749-25-000039,2765936,Common Stock,,,,34053.0,,,,I,,Held by Susan P. Holmes Revocable Living Trust,F4
0001649749-25-000039,2765937,Common Stock,,,,327775.0,,,,I,,Susan Panni Holmes 2020 GST-Exempt Family Trust,F5
0000950170-25-030192,2615700,Common Stock,,,,916.27,F2,,,I,,By 401(k) Plan,
0000910073-25-000032,2391050,Common Stock,,,,358430.0,,,,I,,By SLAT,F3
0000910073-25-000032,2391051,Common Stock,,,,276238.0,,,,I,,By Wife's SLAT,F4
0000910073-25-000032,2391052,Common Stock,,,,38946.0,,,,I,,By CRUTrust,F5
0000910073-25-000032,2391053,Common Stock,,,,38101.0,,,,I,,By IRA,
0000950170-25-030189,2544382,Common Stock,,,,26.0,F1,,,I,,By Spouse,
0001628280-25-009138,2792717,Common Stock,,,,625.0,,,,I,,Family Partnership,
0001903596-25-000100,2592673,Common Stock,,,,94078.0,,,,D,,,
0000950170-25-030187,2728221,"Common Stock, $.01 par value",,,,3000.0,,,,I,,By Spouse,
0001127602-25-007334,2802979,Common Stock,,,,20032.0,,,,I,,By Trust,F5
0001127602-25-007334,2802980,Common Stock,,,,54859.0,,,,I,,By Irrevocable Trust,
0001127602-25-007334,2802975,Common Stock,,,,10120.0,,,,I,,By Spouse as Trustee,F2
0001127602-25-007334,2802978,Common Stock,,,,80891.0,,,,I,,By Trust,F4
0001127602-25-007334,2802977,Common Stock,,,,7964.0,,,,I,,By Spouse's Trust,F3
0001127602-25-007334,2802976,Common Stock,,,,367.55,,,,I,,Gallagher 401(k) plan account,
0001161697-25-000077,2782542,"Common Stock, par value $0.001 per share",,,,0.0,,,,D,,,
0000915913-25-000049,2308498,Common Stock,,,,12505.0,,,,I,,Albemarle Savings Plan,F4
0000915913-25-000047,2311513,Common Stock,,,,175.69,,,,I,,Albemarle Savings Plan,F5
0000950170-25-030175,2812342,Common Stock,,,,6707.0,,,,I,F6,EJS-028 Trust,
0000950170-25-030175,2812345,Common Stock,,,,7562884.0,,,,I,F4,SAC Holding Corporation,
0000950170-25-030175,2812346,Common Stock,,,,1324000.0,,,,I,F4,,
0000950170-25-030175,2812347,Common Stock,,,,24900.0,,,,I,F4,,
0000950170-25-030175,2812341,Common Stock,,,,4770.0,,,,D,,"Blackwater Investments, Inc.",
0000950170-25-030175,2812340,Series N Common Stock,,,,190591.0,,,,I,F6,Shoen Family Revocable Trust,
0000950170-25-030175,2812339,Series N Common Stock,,,,225954.0,,,,I,F5,Shoen Family Revocable Trust,
0000950170-25-030175,2812338,Series N Common Stock,,,,7921143.0,,,,I,F4,EJS-028 Trust,
0000950170-25-030175,2812337,Series N Common Stock,,,,42962.0,,,,D,,"Blackwater Investments, Inc.",
0000950170-25-030175,2812336,Series N Common Stock,,,,67253456.0,,,,I,F4,Willow Grove Holdings LP,
0000950170-25-030175,2812343,Common Stock,,,,880127.0,,,,I,F4,Willow Grove Holdings LP,
0000950170-25-030175,2812344,Common Stock,,,,25106.0,,,,I,F5,"Clarendon Strategies, LLC",
0001607930-25-000004,2640408,Class A Common  Stock,,,,562787.0,F1,,,D,,,
0001758554-25-000016,2300996,Common Stock,,,,67403640.0,,,,D,,,
0001415889-25-006038,2336891,Class A Common Stock,,,,142857.0,,,,I,,"By IGSB Gaucho Fund I, LLC",F6
0001415889-25-006038,2336892,Class A Common Stock,,,,9805.0,,,,I,,"By IGSB Cardinal Core BV, LLC",F7
0001415889-25-006038,2336890,Class A Common Stock,,,,26667.0,,,,I,,"By IGSB Cardinal I, LLC",F5
0000215466-25-000056,2431596,"Common Stock, par value $0.01 per share",,,,6000.0,,,,I,,College savings plan for daughter,
0000215466-25-000055,2498571,"Common Stock, par value $0.01 per share",,,,1000.0,,,,I,,By spouse,
0001415889-25-006032,2548461,Common Stock,,,,325.54,F5,,,I,,by Edison 401(k) Savings Plan,
0001758554-25-000015,2681508,Common Stock,,,,67403640.0,,,,I,,By Spouse,
0001703644-25-000039,2550611,7.00% Series A Preferred Stock,,,,1000.0,,,,D,,,
0001415889-25-006030,2474197,"Common Shares, $.0011 par value per share",,,,76.0,,,,I,,By Household,F1
0001733998-25-000042,2324006,Common Stock,,,,6738.93,,,,I,,See Footnote,F4
0001733998-25-000042,2324007,Common Stock,,,,200.28,,,,I,,See Footnote,F5
0001225208-25-002619,2560410,Common Stock,,,,266318.0,,,,I,,By Trust,
0001733998-25-000038,2606829,Common Stock,,,,2139.06,,,,I,,See Footnote,F3
