ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,TRANS_FORM_TYPE,TRANS_FORM_TYPE_FN,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,VALU_OWND_FOLWNG_TRANS_FN,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN
0001127602-25-009846,2536154,Common Stock,,,,391151.0,,,,I,,By 2024 Trust,
0001045450-25-000063,2637674,Common  Shares of Beneficial Interest,,,,76084.0,,,,D,,,
0001299709-25-000037,2341715,Common Stock,,,,2737.0,,,,I,,401(k) Plan,
0001299709-25-000036,2768460,Common Stock,,,,2591.0,,,,I,,401(k) Plan,
0001299709-25-000035,2610653,Common Stock,,,,167.0,,,,I,,401(k) Plan,
0001299709-25-000034,2509981,Common Stock,,,,2737.0,,,,I,,401(k) Plan,
0001299709-25-000033,2378196,Common Stock,,,,1541.0,,,,I,,401(k) Plan,
0001299709-25-000032,2689755,Common Stock,,,,2078.0,,,,I,,401(k) Plan,
0001415889-25-008460,2703431,Series B Preferred Stock,,,,12322.0,,,,I,,By Spouse,
0001415889-25-008460,2703430,Series B Preferred Stock,,,,531432.0,,,,I,,By Riverview Financial Corp,
0001415889-25-008460,2703429,Common Stock,,,,333643.0,,,,I,,"By Fields Management, Inc.",
0001415889-25-008460,2703427,Common Stock,,,,615260.0,,,,I,,By Riverview Financial Corp.,
0001415889-25-008460,2703426,Common Stock,,,,3683955.0,,,,D,,,
0001415889-25-008460,2703428,Common Stock,,,,30667.0,,,,I,,By Spouse,
0001299709-25-000031,2406233,Common Stock,,,,1010.0,,,,I,,401(k) Plan,
0001299709-25-000029,2818870,Common Stock,,,,2776.0,,,,I,,401(k) Plan,
0001299709-25-000028,2445115,Common Stock,,,,3232.0,,,,I,,401(k) Plan,
0000067887-25-000024,2648439,Class B Common,F5,,,1835.0,,,,I,,401(k),
0000067887-25-000024,2648438,Class A Common,,,,198.0,,,,I,,SIP,F4
0001415889-25-008459,2517902,Class A Common Stock,,,,2324.0,,,,I,,"By Asheem Chandra and Aarti Chandra, Trustees of the Chandra Children's Trust dated 12/31/2012",
0001415889-25-008459,2517901,Class A Common Stock,,,,280571.0,,,,D,,,
0001415889-25-008459,2517903,Class A Common Stock,,,,11621.0,,,,I,,"By The Revocable Trust of Asheem Chandra and Aarti Chandra, UDT 4/13/98",
0001062993-25-005755,2610284,Common Stock,,,,105000.0,,,,I,,See Footnote,F2
0000897069-25-000642,2484863,Common Stock,,,,2000.0,F1,,,I,,by ESOP and/or 401(k) Plan,
0001366868-25-000047,2587125,Voting Common Stock,,,,45100.0,F2,,,D,,,
0001366868-25-000047,2587124,Voting Common Stock,,,,58708076.0,F2,,,I,,Thermo Funding II LLC,
0001366868-25-000047,2587123,Voting Common Stock,,,,1956.0,F2,,,I,,By James Monroe III Grantor Trust,
0001366868-25-000047,2587118,Voting Common Stock,,,,42717.0,F2,,,I,,By FL Investment Holdings LLC,
0001366868-25-000047,2587117,Voting Common Stock,,,,13142665.0,F2,,,I,,Thermo Funding Company,
0001366868-25-000047,2587122,Voting Common Stock,,,,41238.0,F2,,,I,,By Globalstar Satellite L.P.,
0001366868-25-000047,2587119,Voting Common Stock,,,,580551.0,F2,,,I,,Thermo XCOM LLC,
0001366868-25-000047,2587121,Voting Common Stock,,,,13347.0,F2,,,I,,By Thermo Investments Limited Partnership,
0001366868-25-000047,2587120,Voting Common Stock,,,,200000.0,F2,,,I,,Monroe Irr. Educational Trust,
0001277902-25-000053,2769934,Common Stock,,,,2302.0,,,,I,,401(k) Plan,
0001261333-25-000027,2486014,Common Stock,,,,139825.0,,,,I,,By Trust,
0000897069-25-000638,2543204,Common Stock,,,,380.0,,,,I,,By Daughter,
0000897069-25-000638,2543203,Common Stock,,,,2300.0,F1,,,I,,by ESOP and/or 401(k) Plan,
0001712184-25-000067,2602529,Class A Common Shares,,,,93.0,,,,I,,By IRA,
0001712184-25-000067,2602530,Class C Common Shares,,,,1312.0,,,,I,,By IRA,
0001712184-25-000067,2602531,Class C Common Shares,,,,13628.0,,,,I,,By 401(k) Plan,
0001737287-25-000042,2386191,Common Stock,,,,856044.0,,,,I,,See footnote,F4
0001737287-25-000042,2386193,Common Stock,,,,1201108.0,,,,I,,See footnote,F6
0001737287-25-000042,2386192,Common Stock,,,,856044.0,,,,I,,See footnote,F5
0001712184-25-000063,2639031,Class C Common Shares,,,,14980.0,,,,I,,By 401(k) Plan,
0001712184-25-000063,2639030,Class C Common Shares,,,,753.0,,,,I,,By IRA,
0001712184-25-000063,2639029,Class A Common Shares,,,,20000.0,,,,I,,By IRA,
0001664272-25-000227,2693027,Common Stock,,,,154270.0,,,,I,,By 2023 GRAT,
0001664272-25-000227,2693024,Common Stock,,,,12901.6,,,,I,,By 401(k),
0001664272-25-000227,2693026,Common Stock,,,,185000.0,,,,I,,By Trust,
0001664272-25-000227,2693025,Common Stock,,,,95712.0,,,,I,,By grantor retained annuity trust,
0002008545-25-000040,2586435,Common Stock,,,,28.0,,,,I,,401(k),
0000897069-25-000636,2809837,Common Stock,,,,40998.0,F1,,,I,,by ESOP and/or 401(k) Plan,
0001842002-25-000001,2563763,Class A Common Stock,,,,279989.0,,,,D,F4,,
0001712184-25-000061,2472031,Class C Common Shares,,,,11572.0,,,,I,,,
0001712184-25-000061,2472029,Class C Common Shares,,,,1.0,,,,D,,"by Searchlight LEO, L.P.",F3
0001712184-25-000061,2472030,Class C Common Shares,,,,12203603.0,,,,I,,"By Searchlight LEO Co-Invest Partners GP, LLC",F4
0001712184-25-000059,2346276,Class C Common Shares,,,,14365.0,,,,I,,By 401(k) Plan,
0001712184-25-000059,2346275,Class C Common Shares,,,,176.0,,,,I,,By IRA,
0001903601-25-000027,2799848,COMMON STOCK,,,,5000.0,,,,I,,BY IMMEDIATE FAMILY MEMBER 1,F4
0001903601-25-000027,2799850,COMMON STOCK,,,,4200.0,,,,I,,BY TRUST,F5
0001903601-25-000027,2799849,COMMON STOCK,,,,7200.0,,,,I,,BY IMMEDIATE FAMILY MEMBER 2,F4
0000897069-25-000633,2578535,Common Stock,,,,26287.0,F1,,,I,,by ESOP and/or 401(k) Plan,
0001127602-25-009832,2605175,Common,,,,93654.0,,,,I,,By spouse,
0001664272-25-000226,2660315,Common Stock,,,,6176.35,,,,I,,By 401(k),
0000912593-25-000135,2714314,"COMMON STOCK, $0.01 PAR VALUE",,,,7000.0,,,,D,,,
0001664272-25-000225,2533671,Common Stock,,,,6356.09,,,,I,,By 401(k),
0001712184-25-000045,2616971,Class A Common Shares,,,,28355.0,,,,I,,by Charlouise Ltd.,F2
0001712184-25-000045,2616970,Class C Common Shares,,,,67468.0,,,,I,,by Charlouise Ltd.,F2
0001171843-25-001531,2771991,Common Stock,,,,11742.0,F4,,,I,,Revocable Trust,
0001493152-25-010828,2436025,Common stock,,,,110000.0,,,,D,,,
0001166003-25-000055,2536598,Common Stock,,,,1300701.0,,,,I,,See footnote,F1
0001212545-25-000110,2712016,Common Stock,,,,22797.0,,,,I,,Barbara and Ted Kennedy TTEE Kennedy Family Trust,
0001712184-25-000043,2535117,Class C Common Shares,,,,15078.0,,,,I,,By 401(k) Plan,
0001712184-25-000043,2535118,Class C Common Shares,,,,1139.0,,,,I,,By IRA,
0001212545-25-000108,2519326,Common Stock,,,,2075.0,F4,,,I,,WAL 401(k),
0001447669-25-000043,2499217,Class A Common Stock,,,,26484.0,,,,I,,See Footnote,F3
0001212545-25-000106,2535535,Common Stock,,,,750.0,,,,I,,Darcy Vecchione UTMA (daughter),
0001212545-25-000106,2535534,Common Stock,,,,1950.0,F4,,,I,,401K Plan,
0001212545-25-000104,2692197,Common Stock,,,,325.0,,,,I,,Alvina Boothe (spouse),
0001212545-25-000103,2780786,Common Stock,,,,613.0,F4,,,I,,401K Plan,
0001732239-25-000006,2715254,EPAM Common Stock,,,,26174.0,,,,I,,Dvorkin Family Trust,
0001493152-25-010821,2758895,Common Stock,,,,190.0,,,,I,,by Spouse,
0001493152-25-010821,2758896,Common Stock,,,,190.0,,,,I,,by Trusts,
0001379041-25-000074,2673379,"Common Stock, par value $0.01",,,,72449.0,,,,I,,The Michael Scott Paquette Trust,
0001379041-25-000072,2325497,"Common Stock, par value $0.01",,,,54867.0,F1,,,I,,The Lori Ann Brown Revocable Trust,
0000950170-25-041400,2628088,Tredegar Common Stock,,,,4888.0,F2,,,I,,401(k) Plan,
0000883237-25-000017,2427120,Common Stock,,,,70.06,,,,I,,By 401k,
0000950170-25-041392,2526372,Common Stock,,,,213468.0,,,,I,,By MP Charitable Trust,
0000950170-25-041392,2526373,Common Stock,,,,586768.0,,,,I,,By Cindy Praeger,
0000950170-25-041392,2526376,Common Stock,,,,1328276.0,,,,I,,By Green and Gold 2015 GRAT,
0000950170-25-041392,2526375,Common Stock,,,,1888652.0,,,,I,,By Green and Gold 2014 GRAT,
0000950170-25-041392,2526374,Common Stock,,,,660627.0,,,,I,,"By Michael Praeger and Cindy Praeger, Joint Tenants with Right of Survivorship",
0001903601-25-000026,2799436,COMMON STOCK,,,,23163104.0,,,,I,,See Footnote,F2
0000950170-25-041387,2775880,Class A Common Stock,,,,606250.0,,,,I,,By Duddell Street Holdings Limited,F2
0000950170-25-041387,2775883,Class A Common Stock,,,,7002387.0,,,,I,,By Star V Partners LLC,"F4, F6"
0000950170-25-041387,2775882,Class A Common Stock,,,,17854774.0,,,,I,,By Blackwell Partners LLC - Series A,"F5, F4"
0000950170-25-041387,2775881,Class A Common Stock,,,,3450320.0,,,,I,,By Maso Capital Investments Limited,"F3, F4"
0001415889-25-008439,2675154,Common Stock,,,,3566912.0,,,,I,,"By Frazier Life Sciences IX, L.P.",F4
0001104659-25-025113,2326222,Common Stock,,,,38219.0,,,,I,,,
0001104659-25-025113,2326221,Common Stock,,,,67851.14,,,,D,,By Family LLC,
0001127602-25-009814,2686218,Common Stock/ Deferred Compensation,,,,3147.0,,,,D,,,
0000950170-25-041374,2585064,Common Stock,,,,0.0,,,,D,,,
0001538843-25-000002,2799613,EPAM Common Stock,,,,447589.0,,,,I,F3,See footnote,
0001104659-25-025106,2565318,Common Stock,,,,540147.0,,,,I,,By Walker Family Holdings LLC,
0001104659-25-025106,2565319,Common Stock,,,,3955.0,,,,I,,As Custodian for Son 1,
0001104659-25-025106,2565320,Common Stock,,,,3955.0,,,,I,,As Custodian for Son 2,
0001104659-25-025106,2565321,Common Stock,,,,3955.0,,,,I,,As Custodian for Son 3,
0001433642-25-000040,2317843,Class A Common Stock,,,,21975.0,,,,I,,By Trust,F2
0000950170-25-041365,2309358,Common Stock,,,,11809.0,,,,D,,By Issuer KSOP,
0000950170-25-041365,2309359,Common Stock,,,,28480.0,,,,I,,,
0000950170-25-041362,2328124,Common Stock,,,,79867.0,,,,I,,By Issuer KSOP,
0000950170-25-041356,2329287,Common Stock,,,,787.24,F6,,,I,,By 401(k) Plan,
0000950170-25-041352,2715400,Common Stock,,,,0.0,,,,D,,,
0001781755-25-000033,2418916,Class A Common Stock,,,,10000.0,,,,I,,By Spouse,F3
0001781755-25-000032,2534231,Class A Common Stock,,,,27676.0,,,,I,,By TLB 2020 Trust,
0001433642-25-000038,2726049,Class B Common Stock,,,,1109781.0,F3,,,D,,,
0001764046-25-000046,2530869,Ordinary Shares,,,,10489466.0,,,,I,,By Cambridge Information Group III LLC,F2
0001764046-25-000046,2530870,Ordinary Shares,,,,4033271.0,,,,I,,By CSA GP Corporation,F2
0001764046-25-000046,2530868,Ordinary Shares,,,,8821984.0,,,,I,,By Cambridge Information Group II LLC,F2
0001764046-25-000046,2530872,Ordinary Shares,,,,238500.0,,,,I,,,
0001764046-25-000046,2530867,Ordinary Shares,,,,103157.0,,,,D,,By Cambridge Information Group Inc.,F2
0001764046-25-000046,2530871,Ordinary Shares,,,,3417.0,,,,I,,By Snyder 2011 Family Trust,F3
0001831631-25-000039,2817624,Class A Common Stock,,,,103974.0,,,,D,,"By JLSA, LLC",F5
0001831631-25-000039,2817627,Class C Common Stock,F3,,,66404880.0,,,,I,,,
0001831631-25-000039,2817626,Class C Common Stock,F3,,,3114521.0,,,,I,,"By Trilogy Management Investors Six, LLC",F5
0001831631-25-000039,2817625,Class C Common Stock,F3,,,4310497.0,,,,I,,By JLSSAA Trust,F2
0001654954-25-002968,2466653,"Common Stock, without par value",,,,11965480.0,,,,I,,See Footnote,F1
0000092380-25-000069,2716884,Common Stock,,,,78.0,F3,,,I,,By Retirement Savings Plan,
0001651308-25-000051,2698227,American Depositary Shares,F1,,,12365.0,,,,D,,,
0001651308-25-000051,2698228,American Depositary Shares,F1,,,4000.0,,,,I,,,
0001651308-25-000051,2698226,Ordinary Shares,,,,1175210.0,,,,D,,By Wife,
0001086222-25-000136,2354070,Common Stock,,,,64.81,F2,,,I,,By 401(k) Plan,
0001903601-25-000025,2700184,COMMON STOCK,,,,183000.0,,,,I,,By Trust,F7
0001903601-25-000025,2700183,COMMON STOCK,,,,110000.0,,,,I,,By Trust,F6
0001628280-25-013501,2794596,Class A Common Stock,,,,11175.4,,,,D,,,
0001062993-25-005741,2432367,Common Stock,,,,1513.0,,,,I,,By Retirement Savings Plan Trust,
0001062993-25-005740,2639456,Common Stock,,,,116.2,F1,,,I,,By Tax Reduction Act Stock Ownership Plan (TRASOP),
0001062993-25-005739,2551106,Common Stock,,,,270.0,,,,I,,By Retirement Savings Plan Trust,
0000097216-25-000053,2776973,"Common Stock, $.01 par value",,,,14.0,,,,I,,401(k) plan,
0000950170-25-041301,2621472,"Common Stock, par value $0.0001 per share",,,,24743.0,"F1, F2, F3",,,D,,,
0000950170-25-041301,2621471,"Common Stock, par value $0.0001 per share",,,,1234.0,,,,D,,,
0001433642-25-000029,2785668,Class B Common Stock,,,,135970.0,,,,D,F5,,
0001433642-25-000029,2785667,Class A Common Stock,,,,17913.0,,,,I,,See footnote.,F4
0001628280-25-013484,2670003,Class A Common  Stock,,,,901959.0,,,,I,,By Trust,F2
0001628280-25-013484,2670006,Class A Common  Stock,,,,800000.0,,,,I,,By CRT,F5
0001628280-25-013484,2670005,Class A Common  Stock,,,,2765000.0,,,,I,,By Trust,F4
0001628280-25-013484,2670004,Class A Common  Stock,,,,2765000.0,,,,I,,By Trust,F3
0000950170-25-041283,2670171,"Common Stock, $0.01 par value",,,,612.12,,,,I,,,
0000950170-25-041283,2670170,"Common Stock, $0.01 par value",,,,7200.0,"F3, F2, F1, F4",,,D,,401(k) Savings Plan,
0001628280-25-013480,2358560,Class A Common  Stock,,,,731414.0,,,,I,,By Trust,F2
0001127602-25-009797,2741949,Common Stock,,,,100.0,,,,I,,By Brokerage Account,F2
0001127602-25-009797,2741951,Common Stock,,,,8239.0,,,,I,,By Savings Plan,
0001127602-25-009797,2741952,Common Stock,,,,6450.13,,,,I,,,
0001127602-25-009797,2741948,Common Stock,,,,227700.3,,,,D,,By Dependent Child,
0001127602-25-009797,2741950,Common Stock,,,,3295.0,,,,I,,By Family Trust,F3
0001127602-25-009792,2457064,Common Stock,,,,8260.8,,,,I,,By ESOP,
0001620746-25-000001,2549426,"Common Stock, par value $0.001 per share",,,,1005.0,F1,,,I,,By Children,F2
0000354950-25-000082,2433589,$.05 Common Stock,,,,46332.0,,,,D,,,
0000354950-25-000082,2433587,$.05 Common Stock,,,,5609.0,,,,I,,By Andrew D. Brenneman 2016 Trust,
0000354950-25-000082,2433586,$.05 Common Stock,,,,5609.0,,,,I,,By Bethany G. Brenneman 2016 Trust,
0000354950-25-000082,2433588,$.05 Common Stock,,,,5609.0,,,,I,,By Aaron S. Brenneman 2016 Trust,
0001035443-25-000077,2351964,Common Stock,,,,0.0,,,,D,,,
0001550913-25-000052,2360042,MacKenzie Realty Capital Inc. Common Stock,,,,9935.45,,,,I,,"By MPF Successors, LP",F1
0000950170-25-041274,2564823,"Common Stock, $0.01 par value",,,,22.37,,,,I,,Owned by spouse,
0000950170-25-041272,2539175,"Common Stock, $0.01 par value",,,,244.65,,,,I,,401(k) Savings Plan,
0001996862-25-000057,2762856,Common Stock,,,,5000.0,,,,I,,John W. Neppl Trust dtd 5/22/2013,
0001996862-25-000057,2762857,Common Stock,,,,10000.0,,,,I,,KJN Trust dtd 05/22/2013,
0001058290-25-000099,2672524,Class A Common Stock,,,,800.0,,,,I,,By Parent's Estate,F4
0000910073-25-000051,2439635,Common Stock,,,,20949.0,,,,I,,By Marx Rev Trust,
0001996862-25-000053,2487943,Common Stock,,,,488225.0,,,,I,,GREGORY A HECKMAN REVOCABLE TRUST UAD 04/18/96 GREGORY HECKMAN TTEE AMD 03/30/12,
0001300514-25-000065,2670348,Common Stock,,,,0.0,,,,D,,,
0000950170-25-041262,2813211,Class A Common Stock,,,,74341.0,F1,,,I,,By Spouse,F2
0000950170-25-041262,2813212,Class A Common Stock,,,,827632.0,,,,D,,By Revocable Trust,F3
0000950170-25-041262,2813213,Class A Common Stock,,,,2456.0,,,,I,,,
0000950170-25-041256,2562014,"Common Stock, par value $0.0001",,,,25082.0,,,,I,,By J & J Ho Family Trust,F3
0001570585-25-000072,2506813,Class C Common Shares,,,,17349.0,,,,I,,by 401(k) Plan,
0001127602-25-009782,2690002,Common Stock,,,,3016.81,,,,I,,By Wife,
0001127602-25-009781,2466051,Common Stock,,,,5269.5,,,,I,,By ESOP,
0001570585-25-000070,2399936,Class A Common Shares,,,,75131.0,,,,I,,held by Charlouise Ltd.,F2
0001570585-25-000070,2399937,Class C Common Shares,,,,48715.0,,,,I,,held by Charlouise Ltd.,F2
0001570585-25-000069,2419181,Class C Common Shares,,,,17207.0,,,,I,,By 401(k) Plan,
0001570585-25-000069,2419180,Class A Common Shares,,,,1977.0,,,,I,,By 401(k) Plan,
0001570585-25-000068,2627243,Class A Common Shares,,,,101791.0,,,,D,,By 401(k) Plan,
0001570585-25-000068,2627244,Class C Common Shares,,,,107667.0,,,,D,,,
0001570585-25-000068,2627245,Class C Common Shares,,,,13172.0,,,,I,,,
0001225208-25-003463,2628986,Common Stock,,,,10000.0,,,,I,,By IRA,
0001225208-25-003463,2628987,Common Stock,,,,8688.0,,,,I,,By Stock Award,F2
0001562180-25-002541,2441531,Common Stock,,,,423655.0,,,,I,,By Trust,F3
0001562180-25-002541,2441534,Common Stock,,,,142553.0,,,,I,,See footnote,F6
0001562180-25-002541,2441532,Common Stock,,,,551774.0,,,,I,,By Trust,F4
0001562180-25-002541,2441533,Common Stock,,,,551776.0,,,,I,,By Trust,F5
0001058290-25-000093,2430819,Class A Common Stock,,,,58277.0,,,,D,,,
0001415889-25-008401,2666880,Class A Common Stock,,,,450000.0,,,,I,,See footnote,F2
0000842633-25-000067,2578115,Common Stock,,,,900974.0,,,,I,,See footnote,F3
0001415889-25-008399,2547462,Common Stock,,,,70142.0,,,,I,,By Family Trust,
0001628280-25-013469,2445230,Common Stock,,,,700587.0,,,,I,,Gary C. Bhojwani Revocable Trust,
0001610717-25-000072,2484711,Common Stock,,,,976932.0,F4,,,D,,,
0001610717-25-000072,2484709,Common Stock,,,,5000000.0,,,,I,,See footnote,F3
0001610717-25-000072,2484710,Common Stock,,,,100000.0,,,,I,,By Spouse,
0001654954-25-002951,2381126,"Common Stock, without par value",,,,40000.0,,,,I,,Entrust Group f/b/o Rodney J. Williams IRA,
0000842633-25-000065,2356522,Common Stock,,,,1000.0,,,,I,,By spouse,
0000739421-25-000025,2459462,COMMON CLASS,,,,2164.57,,,,I,,BY SPOUSE,
0001562180-25-002536,2355520,Class A Common Stock,,,,505.0,,,,I,,By Trust,
0001104659-25-025046,2474291,Series A Common Stock,,,,10177.0,,,,I,,Leslie A. Malone 1995 Revocable Trust,F3
0001062993-25-005719,2796301,Common Stock,,,,101577.0,F1,,,D,,,
0001127602-25-009763,2656550,Common Stock,,,,5549.09,F8,,,I,,By ESOP,
0001437749-25-008261,2817576,Class B Common Stock,,,,1360.0,F1,,,I,,By 401(k) Plan,
0001437749-25-008261,2817577,Class A Common Stock,,,,2751.0,F1,,,I,,By 401(k) Plan,
0001628280-25-013457,2570801,Common Stock,,,,1956.0,F15,,,I,,By 401k Plan,
0001104659-25-025041,2493907,Common Stock,,,,17528.0,,,,D,,,
0000950170-25-041210,2604487,"First BanCorp Common Stock, par value $0.10 per share",,,,32.96,,,,I,,Through 401K Plan,
0001104659-25-025039,2497829,Common Stock,,,,6759.0,,,,D,,,
0001104659-25-025038,2775232,Common Stock,,,,6759.0,,,,D,,,
0001104659-25-025037,2502318,Common Stock,,,,40003.0,,,,D,,,
0001104659-25-025034,2337592,Common Stock,,,,6759.0,,,,D,,,
0001415889-25-008389,2440237,Class A Common Stock,,,,5500.0,,,,I,,By Spouse,F7
0001104659-25-025031,2532331,Common Stock,,,,15879.0,,,,D,,,
0001104659-25-025029,2723563,Common Stock,,,,23450.0,,,,I,,,
0001104659-25-025029,2723561,Common Stock,,,,38804.0,,,,D,,By Warren B.  Kanders Roth IRA,
0001104659-25-025029,2723562,Common Stock,,,,1305650.0,,,,I,,By Allison  Kanders Roth IRA,"F5, F4"
0001493152-25-010773,2443397,Common Stock par value $0.0001 per share,,,,234000.0,F2,,,I,,By Rosenfeld 2021 Family Trust,
0000950170-25-041203,2543588,Common Shares,,,,2013928.0,F1,,,I,,See footnotes,"F3, F2, F4"
0001104659-25-025027,2546096,"Common Stock, par value $0.01 per share",,,,1211.0,,,,I,,Held as custodian for his daughter Anne Weber,
0001104659-25-025027,2546099,"Common Stock, par value $0.01 per share",,,,1211.0,,,,I,,Held by his son Nathan Weber,
0001104659-25-025027,2546098,"Common Stock, par value $0.01 per share",,,,1211.0,,,,I,,Held as custodian for his son Steven Weber,
0001104659-25-025027,2546097,"Common Stock, par value $0.01 per share",,,,1211.0,,,,I,,Held as custodian for his daughter Janet Weber,
0001723596-25-000130,2505113,Common Stock,,,,50686.0,,,,I,,By Stock Award IV,F5
0001723596-25-000130,2505112,Common Stock,,,,47752.0,,,,I,,By Stock Award III,F4
0001723596-25-000130,2505111,Common Stock,,,,5933.0,,,,I,,By Stock Award II,F3
0001723596-25-000130,2505110,Common Stock,,,,32597.0,F2,,,I,,By Spouse,
0001723596-25-000130,2505114,Common Stock,,,,54690.0,,,,I,,,
0001723596-25-000130,2505108,Common Stock,,,,41572.0,,,,I,,By ESOP,
0001723596-25-000130,2505107,Common Stock,,,,40946.0,,,,I,,By SIM,
0001723596-25-000130,2505106,Common Stock,,,,229467.0,,,,D,,By 401(k),
0001723596-25-000130,2505109,Common Stock,,,,7620.0,F2,,,I,,By SERP,
0001723596-25-000129,2360034,Common Stock,,,,649.0,,,,I,,By Stock Award II,F4
0001723596-25-000129,2360037,Common Stock,,,,6521.0,,,,I,,,
0001723596-25-000129,2360036,Common Stock,,,,6964.0,,,,I,,By Stock Award IV,F6
0001723596-25-000129,2360035,Common Stock,,,,7817.0,,,,I,,By Stock Award III,F5
0001723596-25-000129,2360033,Common Stock,,,,14.0,,,,I,,By Stock Award,F3
0001723596-25-000129,2360032,Common Stock,,,,45.0,,,,I,,By SIM,
0001723596-25-000129,2360031,Common Stock,,,,2073.0,F2,,,I,,By SERP,
0001723596-25-000129,2360030,Common Stock,,,,2641.0,,,,D,,By ESOP,
0001104659-25-025025,2782217,Common Shares,,,,884199.0,,,,I,F2,By Trust,F3
0001723596-25-000128,2326018,Common Stock,,,,7670.0,,,,D,,By ESOP,
0001723596-25-000128,2326020,Common Stock,,,,608.0,F2,,,I,,By Stock Award,F3
0001723596-25-000128,2326019,Common Stock,,,,3116.0,F2,,,I,,By SERP,
0001723596-25-000128,2326021,Common Stock,,,,6196.0,,,,I,,By Stock Award II,F4
0001723596-25-000128,2326023,Common Stock,,,,7533.0,,,,I,,,
0001723596-25-000128,2326022,Common Stock,,,,7795.0,,,,I,,By Stock Award III,F5
0001571996-25-000023,2677148,Class C Common Stock,,,,8374.0,,,,I,,By spouse,
0001415889-25-008372,2409600,Common Stock,,,,355861.0,F1,,,I,,In Trust with Wife,
0001415889-25-008372,2409601,Common Stock,,,,8051.0,F2,,,I,,In Trust for Children,
0001723596-25-000127,2408440,Common Stock,,,,7620.0,F2,,,I,,By SERP,
0001723596-25-000127,2408439,Common Stock,,,,17130.0,,,,I,,By ESOP,
0001723596-25-000127,2408438,Common Stock,,,,59863.0,,,,D,,By 401(k),
0001723596-25-000127,2408441,Common Stock,,,,7051.0,F2,,,I,,By SIM,
0001723596-25-000127,2408445,Common Stock,,,,11723.0,,,,I,,,
0001723596-25-000127,2408444,Common Stock,,,,12068.0,,,,I,,By Stock Award IV,F5
0001723596-25-000127,2408443,Common Stock,,,,15159.0,,,,I,,By Stock Award III,F4
0001723596-25-000127,2408442,Common Stock,,,,4214.0,,,,I,,By Stock Award II,F3
0001723596-25-000126,2749883,Common Stock,,,,2150.0,F2,,,I,,By SERP,
0001723596-25-000126,2749882,Common Stock,,,,1218.0,F2,,,I,,By ESOP,
0001723596-25-000126,2749886,Common Stock,,,,10659.0,,,,I,,By Stock Award III,F5
0001723596-25-000126,2749884,Common Stock,,,,437.0,F2,,,I,,By Stock Award,F3
0001723596-25-000126,2749885,Common Stock,,,,1522.0,,,,I,,By Stock Award II,F4
0001723596-25-000126,2749881,Common Stock,,,,3220.0,,,,D,,By 401(k),
0001723596-25-000126,2749888,Common Stock,,,,11018.0,,,,I,,,
0001723596-25-000126,2749887,Common Stock,,,,11315.0,,,,I,,By Stock Award IV,F6
0000950170-25-041190,2665320,Class A Common Stock,,,,43859.0,,,,D,,,
0000842633-25-000053,2671010,Common Stock,,,,7500.0,,,,I,,By spouse,
0001104659-25-025023,2446250,Common Shares,,,,98875.0,,,,I,F2,By Trust,F3
0001005229-25-000062,2692077,Common Stock,,,,2416.0,,,,D,,,
0001062993-25-005707,2751227,Common Stock,,,,517920.0,,,,I,,,
0001062993-25-005707,2751226,Series D Preferred Stock,,,,10900.0,,,,D,,By family trust,
0000842633-25-000047,2513893,Common Stock,,,,15933.0,,,,I,,See footnote,F1
0001104659-25-025016,2395166,Common Shares,,,,20000.0,,,,I,,By Spouse,
0001104659-25-025016,2395167,Common Shares,,,,1216832.0,,,,I,,By Trust,F2
0001062993-25-005701,2716756,Common Stock,,,,2000.0,,,,I,,IRA,
0001578563-25-000179,2734299,Common Stock,,,,90000.0,,,,I,F2,See footnote (2),
0001571996-25-000022,2323871,Class C Common Stock,,,,100000.0,,,,I,,By Trust,F4
0001571996-25-000022,2323870,Class C Common Stock,,,,100000.0,,,,I,,By trust,F4
0001104659-25-025011,2527101,"Common Stock, par value $0.01 per share",,,,2535870.0,F2,,,I,,"By Arbor Commercial Mortgage, LLC",
0001062993-25-005697,2382034,Common Stock,,,,11000.0,,,,I,,IRA,
0001127602-25-009749,2678160,Common Stock,,,,2083.0,,,,I,,by Trust 2,F3
0001127602-25-009749,2678159,Common Stock,,,,2083.0,,,,I,,by Trust 1,F2
